route_id,route_short_name,route_long_name,circuity_index,actual_time_formatted,shortest_path_time_formatted,start_stop,start_stop_name,end_stop,end_stop_name,actual_time_seconds,shortest_path_time_seconds
LTFRB_PUJ2145,,NOVA-PANGARAP VILL,1.1938095238095239,00:41:47,00:35:00,LTFRB_4496,"Dumulay  / Quirino Highway, Quezon City, Manila",LTFRB_756,"Quirino Highway, Calcoocan City",2507.0,2100.0
LTFRB_PUJ2513,,Kalentong-Malinao,1.1937436932391523,00:19:43,00:16:31,LTFRB_2041,"Shaw Blvd, Mandaluyong City, Manila",LTFRB_4467,"Sierra Madre / Sultan, Makati City, Manila",1183.0,991.0
LTFRB_PUJ1145,,Balut - Divisoria,1.1930379746835442,00:18:51,00:15:48,LTFRB_379,"Timoteo Paez Integrated School, Rodriguez, Manila",LTFRB_403,"Ylayay, Manila",1131.0,948.0
LTFRB_PUJ1576,,"Recto - SSS Village via Aurora Blvd., Espana",1.1930088329261417,01:45:48,01:28:41,LTFRB_1511,"Quezon Blvd / P.Paredes Intersection, Manila",LTFRB_3855,"Horizon St, Marikina City, Manila",6348.0,5321.0
LTFRB_PUJ2384,,Pasay RTDA Sucat via SSH,1.1926211926211927,00:46:20,00:38:51,LTFRB_2890,"E Service Rd,  Taguig City, Manila",LTFRB_1761,"Epifanio de los Santos Avenue, Lungsod ng Pasay",2780.0,2331.0
LTFRB_PUJ1561,,Proj. 8 - T.M. Kalaw via Quezon Ave.,1.1916167664670658,01:16:17,01:04:01,LTFRB_1208,"Jetti Petrol Station, Tanding Sora Avenue, Quezon City",LTFRB_1660,T.M. Kalaw / Maria Y. Orosa St,4577.0,3841.0
LTFRB_PUJ1088,,Baclaran - P. Campa via Mabini,1.1912689604143545,00:53:40,00:45:03,LTFRB_1520,"P.Paredes / España Blvd Intersection, Manila",LTFRB_2331,"Pinaglabanan / Quirino Avenue, Parañaque City, Manila",3220.0,2703.0
LTFRB_PUB1188,,"San Mateo - Baclaran via EDSA, Ayala, Commonwealth Ave",1.1903975463017578,02:48:11,02:21:17,LTFRB_932,"Gen. A Luna / Curayao Intersection, San Mateo",LTFRB_2303,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",10091.0,8477.0
LTFRB_PUJ1806,,GREENFIELDS - SANGANGDAAN,1.1896978702327885,00:40:02,00:33:39,LTFRB_1195,"Quirino Highway / Rodriguez Drive Intersection, Quezon City",LTFRB_745,"Bestlink Institute of Information Technology, 121.041724",2402.0,2019.0
LTFRB_PUB1163,,"Malanday - Muntinlupa via Edsa, Monumento",1.1894804716285925,03:35:13,03:00:56,LTFRB_2876,"National Hwy, Muntinlupa City, Manila",LTFRB_68,"MacArthur Highway, Dalandanan, Valenzuela City",12913.0,10856.0
LTFRB_PUJ1220,,Crame - Cubao via Murphy,1.1885714285714286,00:17:20,00:14:35,LTFRB_2156,"Road 6, San Juan, Manila",LTFRB_2173,"APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila",1040.0,875.0
LTFRB_PUJ1402,,Bagong Silang - Ever Gotesco extended to Philcoa,1.1873931623931624,01:32:37,01:18:00,LTFRB_1010,"Philippine Coconut Authority, Commonwealth Avenue, Quezon City",LTFRB_495,"Sto. Nino Parish, Old Zabarte, Caloocan City",5557.0,4680.0
LTFRB_PUJ1363,,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",1.1872909698996656,00:17:45,00:14:57,LTFRB_3162,"F. Flores / M. Concepcion Ave Intersection, Pateros, Manila",LTFRB_3121,"Sgt. Fabian Yabut Circle / P.Burgos Intersection, Makati City, Manila",1065.0,897.0
LTFRB_PUJ2360,,Navotas Recto,1.1871778350515463,01:01:25,00:51:44,LTFRB_235,"Tangos Elementary School, M. Naval, City of Navotas",LTFRB_1526,"LRT Doroteo Jose-Recto Station Walkway / Rizal Avenue Intersection, Manila",3685.0,3104.0
LTFRB_PUJ2397,,Proj 6 Recto via Espana QAve,1.18715953307393,00:50:51,00:42:50,LTFRB_1782,"Quezon Blvd, Manila",LTFRB_1085,Road 1 / A8A Intersection Quezon City,3051.0,2570.0
LTFRB_PUJ2243,,Libertad QI via Mabini,1.1866469937292512,00:53:37,00:45:11,LTFRB_1750,"P. Villanueva, Lungsod ng Pasay",LTFRB_2075,"Gregorio Araneta Ave / Eulogio Rodriguez Sr Ave Intersection, Quezon City, Manila",3217.0,2711.0
LTFRB_PUJ1400,,Bagong Silang - Ever Gotesco extended to Philcoa,1.1863125638406538,01:36:47,01:21:35,LTFRB_2246,"Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila",LTFRB_499,"Old Zabarte / Langit Road Intersection, Caloocan City",5807.0,4895.0
LTFRB_PUJ2015,,CAMARIN - QMC PHILCOA,1.186093609360936,01:27:51,01:14:04,LTFRB_530,"Camarin Road / Ilang - Ilang Intersection, Caloocan City",LTFRB_1403,"Quezon Avenue, Quezon City",5271.0,4444.0
LTFRB_PUJ1347,,Fort Bonifacio (Gate III) - Guadalupe,1.1860231271995978,00:39:19,00:33:09,LTFRB_3131,"Epifanio de los Santos Avenue, Makati City, Manila",LTFRB_2953,"Bayani Road, Taguig City, Manila",2359.0,1989.0
LTFRB_PUJ1136,,Balintawak - Lagro via Novaliches,1.1855404773046327,01:24:27,01:11:14,LTFRB_1139,"North Luzon Expressway near Bonifacio Memorial Elementary School, Caloocan City",LTFRB_803,"Ascencion Avenue / Zagala Intersection, Quezon City",5067.0,4274.0
LTFRB_PUJ1396,,Lagro - Welcome Rotonda via Quezon Ave.,1.1851417399804496,01:41:02,01:25:15,LTFRB_1331,"Apo / Quezon Avenue Intersection, Quezon City",LTFRB_789,"Quirino Highway / St James Intersection, Calcoocan City",6062.0,5115.0
LTFRB_PUJ1521,,Parang - Recto,1.184766869388937,01:08:11,00:57:33,LTFRB_3868,"Fortune Tobacco Corporation, Marikina City, Manila",LTFRB_2085,"Eulogio Rodriguez Sr. Ave, Quezon City, Manila",4091.0,3453.0
LTFRB_PUB1140,,"Bagong Silang - NAIA via Maligaya Park, EDSA",1.184653712007972,03:18:08,02:47:15,LTFRB_497,"Green Construction Supply, Langit Road, Caloocan City",LTFRB_2402,"Terminal 1 Arrivals Area Rd, Ninoy Aquino International Airport,  Parañaque City, Manila",11888.0,10035.0
LTFRB_PUJ1305,,"EDSA/North Ave. - UP via North Ave., Marcos Ave.",1.1843537414965986,00:29:01,00:24:30,LTFRB_2272,"E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila",LTFRB_1244,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",1741.0,1470.0
LTFRB_PUJ1210,,Camella (Gawaran) - Lozada Market via Marcos Alvarez,1.1842105263157894,00:30:45,00:25:58,LTFRB_2700,"M Gawaran Ave, Bacoor City, Manila",LTFRB_2655,"Alabang-Zapote Road, Las Piñas City, Manila",1845.0,1558.0
LTFRB_PUJ1418,,Malabon - Monumento via Letre,1.184158415841584,00:19:56,00:16:50,LTFRB_263,"Lapu-lapu / Samson Road Intersection, Malabon City",LTFRB_213,"Rizal Avenue / Leono Street Intersection, Malabon City",1196.0,1010.0
LTFRB_PUJ1802,,LIBERTAD - PASAY ROTUNDA,1.1839464882943145,00:05:54,00:04:59,LTFRB_1742,"Epifanio de los Santos Avenue, Lungsod ng Pasay",LTFRB_1745,"Taft Ave, Lungsod ng Pasay",354.0,299.0
LTFRB_PUB1051,,Novaliches Pacita San Pedro via Malinta,1.183531895641683,04:21:36,03:41:02,LTFRB_2852,"San Pedro College of Business Administration, National Hwy, San Pedro, Manila",LTFRB_622,"Genteral Luis / Reynaldo Road Intersection, Caloocan City",15696.0,13262.0
LTFRB_PUJ1757,,FRISCO-REMEDIOS,1.1834670387164283,00:56:33,00:47:47,LTFRB_1282,"7/11 Del Monte Avenue, Quezon City",LTFRB_1680,"Remedios / Antonio Vasquez Intersection, Manila",3393.0,2867.0
LTFRB_PUJ2028,,BUENDIA LRT TAFT - GUADALUPE,1.1830065359477124,00:27:09,00:22:57,LTFRB_4459,"Coronado, Makati City, Manila",LTFRB_1930,"Senator Gil Puyat Ave, Makati City",1629.0,1377.0
LTFRB_PUJ1718,,MONUMENTO-MALABON via LETRE,1.1825023518344309,00:20:57,00:17:43,LTFRB_101,"Bonifacio Market, MacArthur Highway, Caloocan City",LTFRB_213,"Rizal Avenue / Leono Street Intersection, Malabon City",1257.0,1063.0
LTFRB_PUB1187,,"San Mateo - Baclaran via EDSA, Ayala, Commonwealth Ave",1.181869688385269,02:53:50,02:27:05,LTFRB_2303,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",LTFRB_931,"MALTC Bus Station, Gen. A Luna, San Mateo",10430.0,8825.0
LTFRB_PUJ2099,,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,1.179953560371517,00:50:49,00:43:04,LTFRB_1778,"Quezon Blvd, Manila",LTFRB_2202,"Anonas / Tampoy Intersection, Quezon City, Manila",3049.0,2584.0
LTFRB_PUJ2156,,L GUINTO - MAKATI via SAN ANDRES,1.179899036255163,00:42:51,00:36:19,LTFRB_1903,"Gen M Malvar, Manila",LTFRB_3108,"Kalayaan Ave, Taguig City, Manila",2571.0,2179.0
LTFRB_PUJ2207,,EDSA Shaw E Rodriguez Ortigas Ave,1.1796246648793565,00:14:40,00:12:26,LTFRB_3170,"Mayflower, Mandaluyong City, Manila",LTFRB_3206,"Lanuza Ave / C-5 Intersection , Pasig City, Manila",880.0,746.0
LTFRB_PUJ1140,,Balintawak - Novaliches via Quirino Hi-way,1.1793893129770991,00:51:30,00:43:40,LTFRB_1318,"Andreas Bonifacio, Quezon City",LTFRB_617,"Ramirez / Quirino Highway, Caloocan City",3090.0,2620.0
LTFRB_PUJ1038,,Alabang - Sucat via Cupang (East Service Rd.),1.1792207792207792,00:22:42,00:19:15,LTFRB_2395,"Dr A. Santos Ave, Parañaque City, Manila",LTFRB_2622,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",1362.0,1155.0
LTFRB_PUJ1520,,Parang - Recto,1.1792035398230087,01:11:04,01:00:16,LTFRB_2085,"Eulogio Rodriguez Sr. Ave, Quezon City, Manila",LTFRB_3868,"Fortune Tobacco Corporation, Marikina City, Manila",4264.0,3616.0
LTFRB_PUJ1451,,Marikina - Parang via Fortune,1.1790476190476191,00:30:57,00:26:15,LTFRB_3868,"Fortune Tobacco Corporation, Marikina City, Manila",LTFRB_3780,"Shoe Ave / W Paz Intersection, Marikina City, Manila",1857.0,1575.0
LTFRB_PUJ1660,,T.M. Kalaw - West Ave. via Quiapo,1.1783948269303919,00:51:38,00:43:49,LTFRB_1660,T.M. Kalaw / Maria Y. Orosa St,LTFRB_1258,"West Avenue, Quezon City",3098.0,2629.0
LTFRB_PUJ1543,,"Pier South - Proj. 7 via Espana, Roosevelt",1.1783644558918223,01:01:00,00:51:46,LTFRB_1245,"Dangay, Quezon City",LTFRB_1631,"25th St / Antonio C. Delgado Intersection, Manila",3660.0,3106.0
LTFRB_PUJ1037,,Alabang - Sucat via Cupang (East Service Rd.),1.1782006920415224,00:22:42,00:19:16,LTFRB_2622,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",LTFRB_2395,"Dr A. Santos Ave, Parañaque City, Manila",1362.0,1156.0
LTFRB_PUJ1592,,Sucat - Market-Market,1.1781775972141613,01:07:40,00:57:26,LTFRB_2614,"South Luzon Expressway / E Service Rd Intersection, Muntinlupa City, Manila",LTFRB_3093,"26th Street / McKinley Pkwy Intersection, Taguig City, Manila",4060.0,3446.0
LTFRB_PUJ1707,,MUNOZ-VITO CRUZvia MABINI,1.1781409054379854,01:13:18,01:02:13,LTFRB_1293,"Roosevelt Avenue / Road B Intersection, Quezon City",LTFRB_1703,"HP Village Square, Pablo Ocampo Sr., Manila",4398.0,3733.0
LTFRB_PUJ1056,,Arroceros - Proj. 2 & 3 via Kamuning E. Rodriguez,1.1781040536227259,01:01:31,00:52:13,LTFRB_1640,"Padre Burgos St, Manila",LTFRB_2210,"Molave, Quezon City, Manila",3691.0,3133.0
LTFRB_PUJ1678,,PIER SOUTH-PACO PALENGKE,1.1780684104627765,00:19:31,00:16:34,LTFRB_1878,Angel Linao / Pedro Gil,LTFRB_1635,"Railroad Dr / 13th St Intersection, Manila",1171.0,994.0
LTFRB_PUJ2195,,Cubao Crame via Murphy,1.1779053084648494,00:13:41,00:11:37,LTFRB_2159,"Santolan Rd, Quezon City, Manila",LTFRB_2173,"APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila",821.0,697.0
LTFRB_PUJ1842,,STOP N SHOP - BACOOD,1.1776556776556777,00:10:43,00:09:06,LTFRB_1846,"Internet Cafe, Old Sta. Mesa, Manila",LTFRB_1860,"Bacood / Dalisay Intersection, Manila",643.0,546.0
LTFRB_PUB1156,,"Grotto - Baclaran via Commonwealth Ave, Ayala",1.177632840974487,03:24:38,02:53:46,LTFRB_461,"Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",LTFRB_2303,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",12278.0,10426.0
LTFRB_PUJ1256,,"Divisoria - Don Bosco via Moriones, Dagupan, Juan Luna",1.1775043936731107,00:11:10,00:09:29,LTFRB_401,"Union Bank of Philippines, Juan Luca, Manila",LTFRB_350,"d E. Marcos Highway / Herbosa Intersection, Velasquez, Tondo",670.0,569.0
LTFRB_PUJ1857,,PROJECT 2 and 3 - QUIAPO,1.1767441860465115,01:03:15,00:53:45,LTFRB_2219,"Molave, Quezon City, Manila",LTFRB_1778,"Quezon Blvd, Manila",3795.0,3225.0
LTFRB_PUB1015,,Ayala Grotto (SJDM) via Leveriza,1.176736842105263,03:06:19,02:38:20,LTFRB_1714,"Senator Gil Puyat Ave, Makati City",LTFRB_461,"Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",11179.0,9500.0
LTFRB_PUJ1230,,"Cubao - Remedios via Quiapo, L. Guinto",1.1762452107279693,01:01:24,00:52:12,LTFRB_1676,"Taft Ave, Manila",LTFRB_2175,"General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",3684.0,3132.0
LTFRB_PUJ1855,,PROJECT 2 and 3 - TAFT REMEDIOS via E RODRIGUEZy,1.1761045426260113,01:03:00,00:53:34,LTFRB_1680,"Remedios / Antonio Vasquez Intersection, Manila",LTFRB_2122,"Kamias Rd / Kalayaan Ave Intersection, Quezon City, Manila",3780.0,3214.0
LTFRB_PUJ1978,,DAPITAN - PIER SOUTH,1.1757105943152455,00:30:20,00:25:48,LTFRB_1631,"25th St / Antonio C. Delgado Intersection, Manila",LTFRB_1327,"Community Centre, San Isidro Labrador, Quezon City",1820.0,1548.0
LTFRB_PUJ1755,,FRISCO-VITO CRUZvia MABINI,1.1754601226993866,01:03:52,00:54:20,LTFRB_1282,"7/11 Del Monte Avenue, Quezon City",LTFRB_1703,"HP Village Square, Pablo Ocampo Sr., Manila",3832.0,3260.0
LTFRB_PUJ1836,,UP - SM NORTH AVE,1.1751777634130576,00:30:18,00:25:47,LTFRB_2273,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila",LTFRB_1244,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",1818.0,1547.0
LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,1.1747692307692308,01:03:38,00:54:10,LTFRB_1635,"Railroad Dr / 13th St Intersection, Manila",LTFRB_2181,"Stella Maris College, Columbia, Quezon City, Manila",3818.0,3250.0
LTFRB_PUB1191,,Sapang Palay - Sta Cruz (DJose) Sta Maria NE,1.1744879439979259,03:46:30,03:12:51,LTFRB_1570,"T. Mapua, Manila",LTFRB_4014,"Iglesia ni Cristo, City of San Jose del Monte, Manila",13590.0,11571.0
LTFRB_PUJ1397,,Lagro - Welcome Rotonda via Quezon Ave.,1.1743959469992207,01:40:27,01:25:32,LTFRB_789,"Quirino Highway / St James Intersection, Calcoocan City",LTFRB_1331,"Apo / Quezon Avenue Intersection, Quezon City",6027.0,5132.0
LTFRB_PUB1093,,"Alabang - Malanday via EDSA, McArthur",1.174305943730203,03:30:05,02:58:54,LTFRB_65,"Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",LTFRB_2622,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",12605.0,10734.0
LTFRB_PUJ1786,,PASAY ROTUNDA - ALABANG (KANAN) via NICHOLS SERVICE RD,1.1742556917688267,01:29:24,01:16:08,LTFRB_2711,"Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",LTFRB_1742,"Epifanio de los Santos Avenue, Lungsod ng Pasay",5364.0,4568.0
LTFRB_PUJ1661,,UP - MRT,1.1731770833333333,00:30:02,00:25:36,LTFRB_2273,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila",LTFRB_4199,"MRT-3 Quezon Avenue Station EDSA,Quezon City, Manila",1802.0,1536.0
LTFRB_PUJ1989,,CUBAO - V CRUZ,1.173108845150581,01:22:27,01:10:17,LTFRB_2177,"Aurora Blvd, Quezon City, Manila",LTFRB_1702,"Century Park, Un-named road near A.Mabini, Manila",4947.0,4217.0
LTFRB_PUB1012,,Alabang Malanday,1.1724264368869741,03:33:10,03:01:49,LTFRB_56,"YU Laundry Shop, MacArthur Highway, City of Meycauayan",LTFRB_2622,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",12790.0,10909.0
LTFRB_PUJ1059,,Ayala - Pateros via J.P. Rizal,1.1718281718281718,00:39:06,00:33:22,LTFRB_2998,"M. Almeda, Pateros, Manila",LTFRB_1968,"Makati Ave / A. Arnaiz Ave, Makati City, Manila",2346.0,2002.0
LTFRB_PUJ1980,,DAPITAN - P CAMPA ANDALUCIA,1.1715246636771302,00:17:25,00:14:52,LTFRB_1778,"Quezon Blvd, Manila",LTFRB_1327,"Community Centre, San Isidro Labrador, Quezon City",1045.0,892.0
LTFRB_PUJ2607,,Arroceros Proj 7 via Espana,1.1714966256450972,00:49:11,00:41:59,LTFRB_1645,"Taft Ave, Manila",LTFRB_1240,"FHELSEN, Epifanio de los Santos Avenue, Quezon City",2951.0,2519.0
LTFRB_PUJ1371,,Guadalupe (ABC) - FTI via J.P. Rizal Extension,1.170807453416149,00:56:33,00:48:18,LTFRB_3132,"Dr Jose P. Rizal Extension, Makati City, Manila",LTFRB_2900,"DBP Ave, Taguig City, Manila, Manila",3393.0,2898.0
LTFRB_PUJ2457,,Alabang Baclaran via Coastal,1.1707367124974348,01:35:05,01:21:13,LTFRB_2301,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",LTFRB_4603,"Spectrum Midway Extension, Montinlupa City",5705.0,4873.0
LTFRB_PUJ2087,,BACLARAN - ALABANG via SAN DIONISIO,1.1698704554951944,01:33:19,01:19:46,LTFRB_2640,"Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila",LTFRB_2301,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",5599.0,4786.0
LTFRB_PUB1164,,"Malanday - Muntinlupa via Edsa, Monumento",1.168855874626325,03:35:03,03:03:59,LTFRB_68,"MacArthur Highway, Dalandanan, Valenzuela City",LTFRB_2876,"National Hwy, Muntinlupa City, Manila",12903.0,11039.0
LTFRB_PUJ2060,,BERNARDINO - DELPAN,1.168819982773471,00:22:37,00:19:21,LTFRB_1994,"Tejeron, Makati City, Manila",LTFRB_1992,"Epifanio de los Santos Avenue, Makati City, Manila",1357.0,1161.0
LTFRB_PUJ1719,,MONUMENTO-MALABON via LETRE,1.168697282099344,00:20:47,00:17:47,LTFRB_213,"Rizal Avenue / Leono Street Intersection, Malabon City",LTFRB_101,"Bonifacio Market, MacArthur Highway, Caloocan City",1247.0,1067.0
LTFRB_PUB1160,,"Grotto - NAIA via EDSA, Ayala, Buendia Extn",1.1685484599403848,03:35:37,03:04:31,LTFRB_461,"Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",LTFRB_2361,"Ninoy Aquino Ave, Lungsod ng Pasay, Manila",12937.0,11071.0
LTFRB_PUB1090,,NAIA SM Fairview,1.1681797548797095,02:51:34,02:26:52,LTFRB_2400,"Natalia, Parañaque City, Manila",LTFRB_813,"SM Public Transport Terminal, Regalado Highway, Quezon City",10294.0,8812.0
LTFRB_PUB1113,,Baclaran - Minuyan via Commonwealth Ave,1.167969360637799,04:09:03,03:33:14,LTFRB_2294,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",LTFRB_413,"Quirino Highway, City of San Jose del Monte",14943.0,12794.0
LTFRB_PUJ1611,,proj. 8 - Quiapo,1.1678635547576302,01:05:03,00:55:42,LTFRB_1208,"Jetti Petrol Station, Tanding Sora Avenue, Quezon City",LTFRB_1778,"Quezon Blvd, Manila",3903.0,3342.0
LTFRB_PUJ1067,,Baclaran - MIA/Baltao,1.1676575505350772,00:16:22,00:14:01,LTFRB_2399,"Ninoy Aquino International Airport, Departures Ramp, Lungsod ng Pasay, Manila",LTFRB_2335,"Airport Rd / Domestic Rd Intersection, Parañaque City, Manila",982.0,841.0
LTFRB_PUJ1070,,Baclaran - Nichols via CAA,1.167464114832536,00:28:28,00:24:23,LTFRB_2335,"Airport Rd / Domestic Rd Intersection, Parañaque City, Manila",LTFRB_2935,"Andrews Ave / Sales Road Intersection, Lungsod ng Pasay, Manila",1708.0,1463.0
LTFRB_PUJ1983,,CUBAO KALAYAAN - SM LAGRO,1.1673151750972763,01:35:00,01:21:23,LTFRB_551,"Quirino Highway / Maligaya Intersection, Caloocan City",LTFRB_2167,"13th Ave / P. Tuazon Blvd, Quezon City, Manila",5700.0,4883.0
LTFRB_PUB1052,,Novaliches Pacita San Pedro via Malinta,1.1671817512877116,04:24:22,03:46:30,LTFRB_622,"Genteral Luis / Reynaldo Road Intersection, Caloocan City",LTFRB_2852,"San Pedro College of Business Administration, National Hwy, San Pedro, Manila",15862.0,13590.0
LTFRB_PUJ1204,,Calumpang - Stop & Shop via Aurora Blvd.,1.1669467787114847,01:09:26,00:59:30,LTFRB_1846,"Internet Cafe, Old Sta. Mesa, Manila",LTFRB_3770,"J. P. Rizal St, Marikina City, Manila",4166.0,3570.0
LTFRB_PUJ2219,,Guadalupe Pateros,1.165086887835703,00:24:35,00:21:06,LTFRB_4707,"P Rosales, Pasig City",LTFRB_3139,"San Jose Street, Makati City, Manila",1475.0,1266.0
LTFRB_PUJ2601,,Arroceros Philcoa via Quezon Ave,1.164970164970165,00:55:19,00:47:29,LTFRB_1645,"Taft Ave, Manila",LTFRB_1010,"Philippine Coconut Authority, Commonwealth Avenue, Quezon City",3319.0,2849.0
LTFRB_PUB1073,,Ayala Malanday via EDSA,1.1642259414225942,02:09:51,01:51:32,LTFRB_1981,"Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila",LTFRB_65,"Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",7791.0,6692.0
LTFRB_PUB1132,,Baclaran - SM Fairview via Lagro C'wealth,1.1638650380940863,02:40:24,02:17:49,LTFRB_4193,"Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",LTFRB_2306,"Roxas Blvd, Parañaque City, Manila",9624.0,8269.0
LTFRB_PUJ1758,,CUBAO-TM KALAW,1.163859649122807,00:55:17,00:47:30,LTFRB_4492,"T.M. Kalaw, Manila",LTFRB_2175,"General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",3317.0,2850.0
LTFRB_PUJ2593,,Sucat-SM MOA,1.1635353268060333,01:13:17,01:02:59,LTFRB_2395,"Dr A. Santos Ave, Parañaque City, Manila",LTFRB_1739,"Epifanio de los Santos Avenue, Lungsod ng Pasay",4397.0,3779.0
LTFRB_PUB1173,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,1.1628440366972477,04:47:18,04:07:04,LTFRB_2401,"Maria, Parañaque City, Manila",LTFRB_4017,"VFR Phase 2 Elementary School, City of San Jose del Monte, Manila",17238.0,14824.0
LTFRB_PUJ2141,,PROJ 2&3-VITO CRUZ MABINI,1.162586165913953,01:21:31,01:10:07,LTFRB_1703,"HP Village Square, Pablo Ocampo Sr., Manila",LTFRB_2218,"Narra, Quezon City, Manila",4891.0,4207.0
LTFRB_PUJ1722,,MCU-LIBERTAD,1.162550881953867,01:11:24,01:01:25,LTFRB_1713,"Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",LTFRB_1154,"Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City",4284.0,3685.0
LTFRB_PUJ1682,,PHILCOA - RECTO,1.1624102154828413,00:48:33,00:41:46,LTFRB_1517,"P. Noval / España Blvd Intersection, Manila",LTFRB_1007,"University of The Phillippines - Ayala Land Technohub, Commonwealth Avenue, Quezon City",2913.0,2506.0
LTFRB_PUJ1253,,Del Pan Guadalupe (Ibabaw),1.161068044788975,00:22:28,00:19:21,LTFRB_1994,"Tejeron, Makati City, Manila",LTFRB_1992,"Epifanio de los Santos Avenue, Makati City, Manila",1348.0,1161.0
LTFRB_PUJ2585,,Pasig-Taytay,1.1610058785107773,00:59:15,00:51:02,LTFRB_3389,"Rizal Avenue, Taytay, Manila",LTFRB_3247,"Caruncho Ave / Market Ave Intersection, Pasig City, Manila",3555.0,3062.0
LTFRB_PUB1138,,Bagong Silang - Sta. Cruz via Malinta Exit,1.159969673995451,02:07:30,01:49:55,LTFRB_493,"Un named Road near Tatak Kubo, Caloocan City",LTFRB_1574,"Valariano Fugoso, Manila",7650.0,6595.0
LTFRB_PUB1181,,"Pacita - Novaliches Term via Malinta Ex, EDSA",1.1591728604017957,04:22:32,03:46:29,LTFRB_4301,"National Highway / Unnamed Rd, San Pedro, Manila",LTFRB_625,"Genteral Luis / East Street Intersection, Caloocan City",15752.0,13589.0
LTFRB_PUJ1174,,"Blumentritt - Pasay RTDA. via Quiapo, L. Guinto",1.1586324786324786,00:56:29,00:48:45,LTFRB_1440,"Light Rail Transportation / New Antipolo, Quezon City",LTFRB_2329,"Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila",3389.0,2925.0
LTFRB_PUJ2605,,Arroceros Proj 6 via Quezon Ave,1.15861479264643,00:45:10,00:38:59,LTFRB_1645,"Taft Ave, Manila",LTFRB_1258,"West Avenue, Quezon City",2710.0,2339.0
LTFRB_PUB1041,,Baclaran SM Fairview via Lagro,1.1585738539898132,02:50:36,02:27:15,LTFRB_2401,"Maria, Parañaque City, Manila",LTFRB_813,"SM Public Transport Terminal, Regalado Highway, Quezon City",10236.0,8835.0
LTFRB_PUB1162,,Lagro - NAIA via Fairview,1.158092419758707,02:49:35,02:26:26,LTFRB_4193,"Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",LTFRB_2402,"Terminal 1 Arrivals Area Rd, Ninoy Aquino International Airport,  Parañaque City, Manila",10175.0,8786.0
LTFRB_PUJ2014,,CAMARIN - QMC PHILCOA,1.1574158325750683,01:24:48,01:13:16,LTFRB_1403,"Quezon Avenue, Quezon City",LTFRB_530,"Camarin Road / Ilang - Ilang Intersection, Caloocan City",5088.0,4396.0
LTFRB_PUJ2223,,KAMUNING PIER SOUTH via RODRIGUEZ,1.157377049180328,00:47:04,00:40:40,LTFRB_1639,"Padre Burgos St, Manila",LTFRB_2118,"Kamuning Rd / Scout Rallos Extension Intersection, Quezon City, Manila",2824.0,2440.0
LTFRB_PUJ1995,,CUBAO - REMEDIOS,1.1573389651531152,01:13:04,01:03:08,LTFRB_2177,"Aurora Blvd, Quezon City, Manila",LTFRB_1680,"Remedios / Antonio Vasquez Intersection, Manila",4384.0,3788.0
