stop_id,out_degree,stop_name,stop_lat,stop_lon
LTFRB_1447,3,"Jose Abad Santos Avenue, Quezon City",14.6275,120.979
LTFRB_1039,3,"Congressional Avenue Extension, Quezon City",14.6729,121.048
LTFRB_1445,3,"Jose Abad Santos Avenue / Morong Intersection, Quezon City",14.6304,120.98
LTFRB_1840,3,"S.Veloso / Aurora Blvd Intersection, San Juan",14.6102,121.024
LTFRB_1029,3,"Tandang Sora, Quezon City",14.6725,121.05
LTFRB_1210,3,"St James College, Tanding Sora Avenue, Quezon City",14.6775,121.031
LTFRB_1208,3,"Jetti Petrol Station, Tanding Sora Avenue, Quezon City",14.6788,121.027
LTFRB_1435,3,"New Antipolo / Leonor Rivera Intersection, Quezon City",14.6226,120.987
LTFRB_989,3,"Commonwealth Avenue, Quezon City",14.6961,121.087
LTFRB_1431,3,"Pampanga / Light Rail Transit Line, Quezon City",14.628,120.984
LTFRB_1850,3,"N.Domingo,  San Juan, Manila",14.6068,121.025
LTFRB_99,3,"MacArthur Highway / Lazones Intersection, Malabon City",14.6617,120.984
LTFRB_1013,3,"Bureau of Soil And Water Management, Elliptical Rd, Quezon City",14.6535,121.047
LTFRB_1403,3,"Quezon Avenue, Quezon City",14.6497,121.046
LTFRB_1011,3,"Elliptical Rd / Commonwealth Avenue Intersection, Quezon City",14.6527,121.052
LTFRB_1382,3,"Quezon Avenue, Quezon City",14.6346,121.022
LTFRB_1888,3,"Jesus, Manila",14.5929,121.004
LTFRB_1889,3,"Palumpong / Beata Intersection, Manila",14.5908,121.006
LTFRB_1891,3,"Lorenzo Dela Paz / Baretto Intersection, Manila",14.5907,121.011
LTFRB_1584,3,"Dagupan, Manila",14.6083,120.972
LTFRB_1893,3,"Robinson's Place - Otis, Manila",14.5872,120.995
LTFRB_1585,3,"Dagupan, Manila",14.607,120.972
LTFRB_1385,3,"St Vincent School, West Avenue / Catanduanes Intersection Quezon City",14.6496,121.029
LTFRB_1588,3,"Claro M. Recto Ave / Ylaya Intersection, Manila",14.6052,120.97
LTFRB_1198,3,"Chowking, Quirino Highway, Quezon City",14.6805,121.019
LTFRB_1380,3,"Philipine Maritime Institute, Roosevelt Avenue, Quezon City",14.6339,121.018
LTFRB_1591,3,"Del Pan Flyover, Manila",14.5999,120.965
LTFRB_1715,3,"Sinciego / F.B. Harrison St Intersection, Lungsod ng Pasay, Makati City",14.5567,120.991
LTFRB_1902,3,"Julio Nakpil, Manila",14.5756,120.993
LTFRB_1294,3,"Del Monte Avenue / Don Ramon Intersection, Quezon City",14.6393,121.008
LTFRB_1598,3,"Reina Regente / Dadivas Intersection, Manila",14.6028,120.974
LTFRB_1906,3,"Revellin, Manila",14.5772,121.011
LTFRB_1722,3,"M.Santos / F.B. Harrison St Intersection, Lungsod ng Pasay",14.5504,120.993
LTFRB_960,3,"Batasan - San Mateo, Quezon City",14.6851,121.103
LTFRB_1009,3,"Commonwealth Avenue / University Avenue Intersection, Quezon City",14.6547,121.055
LTFRB_1000,3,"General Hospital, Commonwealth Avenue, Quezon City",14.6671,121.073
LTFRB_1558,3,"Narra / Padre Algue Street Intersection, Manila",14.6083,120.975
LTFRB_1399,3,"Quezon Avenue / BIR Road Intersection, Quezon City",14.6462,121.041
LTFRB_1398,3,"Quezon Avenue / Sgt. Esguerra Intersection, Quezon City",14.6449,121.038
LTFRB_1725,3,"Burgos Street, Lungsod ng Pasay",14.5538,120.999
LTFRB_1003,3,"St Peter Chapels, Commonwealth Avenue, Quezon City",14.6631,121.067
LTFRB_1002,3,"Commonwealth Avenue, Quezon City",14.6647,121.07
LTFRB_963,3,"Batasan - San Mateo, Quezon City",14.6891,121.098
LTFRB_1873,3,"Pedro Gil / Fabie Intersection, Manila",14.5787,121.0
LTFRB_961,3,"Batasan - San Mateo / Kagawad Intersection, Quezon City",14.6865,121.101
LTFRB_1874,3,"Pedro Gil / Union Intersection, Manila",14.5788,120.997
LTFRB_1565,3,"Quiricada / Antonio Rivera Intersection, Manila",14.6139,120.977
LTFRB_100,3,"Floresco North Mortuary, MacArthur Highway, Caloocan City",14.6601,120.984
LTFRB_908,3,"Montalban Highway / D. Marcelo Street Intersection near Montalban Town Centre, Rodriguez",14.7298,121.14
LTFRB_1568,3,"T. Mapua, Manila",14.6084,120.981
LTFRB_1570,3,"T. Mapua, Manila",14.6056,120.981
LTFRB_1881,3,"San Gregorio / Paz St, Manila",14.5814,120.995
LTFRB_1280,3,"Del Monte Avenue / Malac Intersection, Quezon City",14.6398,121.012
LTFRB_987,3,"Commonwealth Avenue / Kalayaan A Intersection, Quezon City",14.6913,121.087
LTFRB_1911,3,"Zobel Roxas Ave / Madre Perla Intersection, Manila",14.567,121.004
LTFRB_1133,3,"North Luzon Expressway near Libis Baesa Exit, Caloocan City",14.6737,121.001
LTFRB_1536,3,"San Lazaro / Oroquieta Intersection, Manila",14.6143,120.984
LTFRB_1537,3,"Oroquieta / Alvarez Intersection, Manila",14.6121,120.983
LTFRB_1501,3,"Espana Boulevard / Ruperto. S. Crsitobal Streett Intersection, Manila",14.6123,120.996
LTFRB_1500,3,"Espana Boulevard / Gen. E. Quintos Street Intersection, Manila",14.6136,120.997
LTFRB_1238,3,"Epifanio de los Santos Avenue, Quezon City",14.6575,121.014
LTFRB_15,3,"Sto. Nino Academy, MacArthur Highway, Bocaue, Bulacan",14.7961,120.93
LTFRB_1236,3,"Epifanio de los Santos Avenue, Quezon City",14.6575,121.018
LTFRB_1078,3,"Veterans Memorial Medical Centre, North Avenue, Quezon City",14.6537,121.039
LTFRB_127,3,"Antonio's Convenience Store, Governor Fortunato Halili Avenue, Santa Maria",14.8174,120.958
LTFRB_1233,3,Congressional Avenue / Cagayan Intersection Quezon City,14.6607,121.02
LTFRB_1107,3,"Ambuklao, Quezon City",14.6839,121.047
LTFRB_1758,3,"Celeridad / P.Zamora, Lungsod ng Pasay",14.5443,121.001
LTFRB_93,3,"Bearsea Auto Supply, MacArthur Highway, Valenzuela City",14.6749,120.981
LTFRB_1799,3,"G. Tuazon, Manila",14.6034,120.997
LTFRB_111,3,"Rizal Avenue / Road 1 Intersection, Caloocan City",14.6374,120.983
LTFRB_968,3,"IBP Road / Palma Intersection, Quezon City",14.6958,121.095
LTFRB_1228,3,"Congressional Avenue, Quezon City",14.6658,121.031
LTFRB_1512,3,"Gen. Concepcion / Laong Laan Intersection, Manila",14.613,120.988
LTFRB_1535,3,"Felix Huertas, Manila",14.6147,120.985
LTFRB_921,3,"Montalban Church, Daang Hari Streeet Intersection, Rodriguez",14.7295,121.144
LTFRB_1786,3,"Ayala Blvd, Manila",14.5882,120.984
LTFRB_1527,3,"Lope De Vega / Oroquieta Intersection, Manila",14.6067,120.983
LTFRB_1531,3,"Sulu, Manila",14.6076,120.984
LTFRB_1779,3,"R Hidalgo, Manila",14.5982,120.986
LTFRB_1096,3,"Life Value Clinic, Congressional Avenue, Quezon City",14.6768,121.034
LTFRB_1776,3,"Carlos Palanca Sr, Manila",14.5949,120.984
LTFRB_1783,3,"Quezon Blvd, Manila",14.6014,120.985
LTFRB_1785,3,"Ayala Blvd, Manila",14.5903,120.986
LTFRB_1247,3,"Dangay / Bansalangin Intersection, Quezon City",14.6558,121.024
LTFRB_110,3,"Baliwag Transit Bus Station, Rizal Avenue, Caloocan City",14.64,120.984
LTFRB_922,3,"Gen. A Luna, Rodriguez",14.7279,121.144
LTFRB_1770,3,"Manuel Quezon University, R Hidalgo, Manila",14.5999,120.988
LTFRB_1520,3,"P.Paredes / España Blvd Intersection, Manila",14.6063,120.987
LTFRB_177,3,"F. Navarette Street / M.H Del Pilar Intersection,  Malabon City",14.6979,120.953
LTFRB_1242,3,"Epifanio de los Santos Avenue / Bansalangin Intersection, Quezon City",14.6561,121.027
LTFRB_1516,3,"P. Noval / Delos Reyes Intersection, Manila",14.6078,120.988
LTFRB_1240,3,"FHELSEN, Epifanio de los Santos Avenue, Quezon City",14.657,121.023
LTFRB_1545,3,"Bambang / S.Reyes Intersection, Manila",14.611,120.981
LTFRB_1751,3,"Tengco, Lungsod ng Pasay",14.5466,121.001
LTFRB_1750,3,"P. Villanueva, Lungsod ng Pasay",14.5473,120.998
LTFRB_1472,3,"Department of Health, Razal Avenue, Manila",14.6156,120.983
LTFRB_1483,3,"Nicanor Roxas / Blumentritt  Intersection, Manila",14.6208,120.996
LTFRB_1059,3,"Mindanao Avenue, Quezon City",14.6866,121.032
LTFRB_1058,3,"Pacific Global Hospital, Mindanao Avenue, Quezon City",14.6888,121.03
LTFRB_983,3,"Batasan Road / Kalinisan Intersection, Quezon City",14.687,121.092
LTFRB_1057,3,"Quirino Highway / Mindanao Avenue Intersection, Quezon City",14.6903,121.028
LTFRB_122,3,"Green Pond Chinese Resturant, Governor Fortunato Halili Avenue, Bocaue",14.8116,120.948
LTFRB_1473,3,"Felix Heuertas, Manila",14.62,120.985
LTFRB_1125,3,"North Luzon Expressway, Valenzuela City",14.6891,121.001
LTFRB_1068,3,"Mindanao Avenue, Quezon City",14.6669,121.035
LTFRB_1824,3,"A Santol / Sociego Intersection, Manila",14.604,121.014
LTFRB_1458,3,"Jose Abad Santos Avenue, Quezon City",14.6187,120.978
LTFRB_1734,3,"F.B. Harrison St, Lungsod ng Pasay",14.5418,120.995
LTFRB_1132,3,"North Luzon Expressway, Caloocan City",14.6758,121.001
LTFRB_1455,3,"Jose Abad Santos Avenue, Quezon City",14.6233,120.978
LTFRB_1049,3,"St John of Beverly, Quirino Highway, Quezon City",14.7058,121.038
LTFRB_1832,3,"Aurora Blvd, Quezon City",14.6058,121.019
LTFRB_1064,3,"Mindanao Avenue, Quezon City",14.6747,121.032
LTFRB_1740,3,"Jose Diokno Blvd, Lungsod ng Pasay",14.5372,120.984
LTFRB_1279,3,"Del Monte Avenue / Corumi Intersection, Quezon City",14.6396,121.01
LTFRB_1120,3,"North Luzon Expressway, Valenzuela City",14.6995,120.998
LTFRB_1075,3,"Mindanao Avenue, Quezon City",14.6557,121.035
LTFRB_175,3,"Flamengco Street / F. Navarette Street Intersection, Malabon City",14.6948,120.95
LTFRB_1749,3,"Leveriza, Lungsod ng Pasay",14.5492,120.996
LTFRB_1803,3,"F. Cayco, Manila",14.6074,120.993
LTFRB_1118,3,"North Luzon Expressway, Valenzuela City",14.7033,120.996
LTFRB_1748,3,"Park Ave, Lungsod ng Pasay",14.5389,120.998
LTFRB_112,3,"LRT Papa Station, Rizal  Avenue, Caloocan City",14.6362,120.982
LTFRB_1547,3,"Valariano Fugoso / Teodora Alonzo Intersection, Manila",14.608,120.98
LTFRB_1122,3,"North Luzon Expressway, Valenzuela City",14.6954,121.0
LTFRB_1072,3,"Mindanao Avenue / Road 10 Intersection, Quezon City",14.6604,121.036
LTFRB_1806,3,"G Tuazon, Manila",14.6045,120.999
LTFRB_1071,3,"Mindanao Avenue, Quezon City",14.6619,121.037
LTFRB_1488,3,"Laong Laan, Manila",14.6146,120.989
LTFRB_1745,3,"Taft Ave, Lungsod ng Pasay",14.5462,120.999
LTFRB_1222,3,"Shorhorn, Quezon City",14.6694,121.02
LTFRB_981,3,"IBP Road, Quezon City",14.6904,121.095
LTFRB_1295,3,"Del Monte Avenue / Araneta Avenue Intersection, Quezon City",14.6391,121.007
LTFRB_1871,3,"Pedro Gil / Felix Intersection, Manila",14.5798,121.006
LTFRB_1530,3,"Oroquieta / Bambang Intersection, Manila",14.6109,120.983
LTFRB_1308,3,"Andreas Bonifacio, Quezon City",14.6389,120.993
LTFRB_883,3,"Payatas Road / Montalban Highway, Rodriguez",14.7345,121.127
LTFRB_943,3,"Gen. A Luna, San Mateo",14.6961,121.12
LTFRB_1188,3,"Baesa Road / Roxas Intersection, Quirino Highway, Quezon City",14.6807,121.009
LTFRB_1991,3,"Epifanio de los Santos Avenue, Makati City, Manila",14.5646,121.045
LTFRB_1689,3,"Leon Guinto Sr., Manila",14.5742,120.991
LTFRB_1989,3,"Estrella Flyover, Makati City, Manila",14.5602,121.041
LTFRB_1370,3,"Quezon Avenue / Roosevelt Avenue Intersection, Quezon City",14.6328,121.019
LTFRB_1607,3,"Prensa / Muelle Dela Industria Intersection, Manila",14.5962,120.973
LTFRB_1313,3,"Andreas Bonifacio / Selecta Drive Intersection, Quezon City",14.648,120.996
LTFRB_1914,3,"Kamagong / Don Chino Roces Avenue Intersection, Manila",14.5659,121.013
LTFRB_1173,3,"Quirino Highway / 127 Interior Intersection, Quezon City",14.6667,121.007
LTFRB_1609,3,"Juan Luna, Manila",14.5989,120.974
LTFRB_1968,3,"Makati Ave / A. Arnaiz Ave, Makati City, Manila",14.5507,121.022
LTFRB_1668,3,"Marcelo H. del Pilar / Salas Intersection, Manila",14.5747,120.982
LTFRB_1619,3,"Juan Luna / Muelle Dela Industria Intersection, Manila",14.596,120.976
LTFRB_1656,3,"Padre Faura / General Luna Street Intersection, Manila",14.5806,120.988
LTFRB_999,3,"Commonwealth Avenue, Quezon City",14.6684,121.075
LTFRB_953,3,"Budgetlane Supermarket, Gen. A Luna, San Mateo",14.6791,121.113
LTFRB_1309,3,"Andreas Bonifacio / Mauban Intersection, Quezon City",14.6401,120.992
LTFRB_1363,3,"Quezon Avenue, Quezon City",14.6239,121.008
LTFRB_1615,3,"Rizal Avenue, Manila",14.5991,120.981
LTFRB_1982,3,"Paseo de Roxas / Senator Gil Puyat Ave Intersection, Makati City, Manila",14.5597,121.031
LTFRB_1964,3,"Paseo de Roxas / Pasay Road Intersection, Makati City, Manila",14.551,121.019
LTFRB_94,3,"Calalang General Hospital, MacArthur Highway, Malabon City",14.6732,120.982
LTFRB_1629,3,"Bonifacio Drive, Manila",14.588,120.973
LTFRB_1993,3,"J.P. Rizal Ave, Makati City, Manila",14.5731,121.014
LTFRB_1364,3,"Quezon Avenue, Quezon City",14.6251,121.01
LTFRB_1969,3,"Makati Ave / North Dr Intersection, Makati City, Manila",14.5529,121.023
LTFRB_1926,3,"A. Arnaiz Ave / Don Chino Roces Avenue Intersection, Makati City",14.5515,121.014
LTFRB_1978,3,"Makati Ave / Paseo de Roxas Intersection, Makati City, Manila",14.5584,121.026
LTFRB_1646,3,"Taft Ave, Manila",14.588,120.982
LTFRB_195,3,"General Luma Street, Malabon City",14.6742,120.945
LTFRB_1681,3,"San Andres Market, San Andres / Leveriza Intersection, Manila",14.5698,120.989
LTFRB_1932,3,"Urban Ave, Makati City",14.559,121.011
LTFRB_1664,3,"Mayfair Tower, United Nations Ave, Manila",14.58,120.98
LTFRB_198,3,"Don Bastilio Bautista Boulevard / Bernado Intersection, Malabon City",14.6701,120.947
LTFRB_1647,3,"Justice Cecilia Munoz-Palma, Manila",14.5915,120.982
LTFRB_1365,3,"Santo Domingo Church, Quezon Avenue, Quezon City",14.6264,121.011
LTFRB_1959,3,"Skyway, Makati City, Manila",14.5491,121.012
LTFRB_1661,3,"Museum of Philippine History, Rizal Park, T.M. Kalaw, Manila",14.5806,120.979
LTFRB_1312,3,"Andreas Bonifacio / Bataan Intersection, Quezon City",14.6452,120.994
LTFRB_1955,3,"Skyway, Makati City, Manila",14.5447,121.015
LTFRB_945,3,"MVSM Savings Bank, Gen. A Luna, San Mateo",14.6943,121.118
LTFRB_1927,3,"V.A. Rufino St / Don Chino Roces Avenue Intersection, Makati City",14.5551,121.014
LTFRB_1980,3,"Ayala Ave, Makati City, Manila",14.5514,121.028
LTFRB_1665,3,"Arquiza / Marcelo H. del Pilar Intersection, Manila",14.5778,120.98
LTFRB_1680,3,"Remedios / Antonio Vasquez Intersection, Manila",14.5717,120.989
LTFRB_1220,2,"Benefits / GSIS Avenue, Quezon City",14.6721,121.018
LTFRB_5001,2,EDSA PNR ,14.5407175724,121.0169684887
LTFRB_684,2,"El- Camino, City of Meycauayan",14.7658,120.991
LTFRB_3969,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8236,120.971
LTFRB_3964,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8266,120.97
LTFRB_3965,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.825,120.969
LTFRB_379,2,"Timoteo Paez Integrated School, Rodriguez, Manila",14.6309,120.967
LTFRB_3968,2,"Chapel of the Nativity, Santa Maria, Manila",14.823,120.969
LTFRB_683,2,"Maycauayan Camalig, City of Meycauayan",14.7662,120.99
LTFRB_3967,2,"St Marys Hospital, Santa Maria, Manila",14.8227,120.968
LTFRB_3966,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8239,120.968
LTFRB_3963,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.828,120.971
LTFRB_3959,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8333,120.975
LTFRB_3962,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8293,120.972
LTFRB_3801,2,"Sumulong Hwy, Marikina City, Manila",14.6333,121.11
LTFRB_395,2,"Herbosa / Trinidad Rizal Intersection, Manila",14.6182,120.967
LTFRB_3950,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8778,121.01
LTFRB_3808,2,"Sumulong Hwy, Antipolo City, Manila",14.6277,121.124
LTFRB_3951,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.879,121.01
LTFRB_3952,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.88,121.011
LTFRB_3953,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8809,121.012
LTFRB_3954,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8816,121.013
LTFRB_3807,2,"Sumulong Hwy / Oliveros St Intersection, Antipolo City, Manila",14.6289,121.123
LTFRB_3806,2,"Sumulong Hwy, Antipolo City, Manila",14.6293,121.122
LTFRB_3805,2,"Sumulong Hwy, Antipolo City, Manila",14.6302,121.119
LTFRB_3955,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8825,121.013
LTFRB_3804,2,"Sumulong Hwy, Antipolo City, Manila",14.6313,121.118
LTFRB_3803,2,"Sumulong Hwy, Antipolo City, Manila",14.6323,121.115
LTFRB_3802,2,"Sumulong Hwy, Marikina City, Manila",14.6327,121.113
LTFRB_5004,2,FTI Complex PNR,14.5063399351,121.0355508327
LTFRB_3961,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8304,120.973
LTFRB_380,2,"Don Bosco Tondo Soccer Field, Radial Road 10, Manila",14.6155,120.96
LTFRB_38,2,"MacArthurs Court, MacArthur Highway, Marilao",14.7462,120.958
LTFRB_1216,2,"Engineering / Manager Intersection, Quezon City",14.6739,121.023
LTFRB_3956,2,"Norzagaray-Santa Maria Rd Bulacan, Santa Maria, Manila",14.8834,121.014
LTFRB_1217,2,"Engineering / Legal Intersection, Quezon City",14.6721,121.023
LTFRB_3797,2,"Mayor Gil Fernando Ave, Marikina City, Manila",14.6262,121.102
LTFRB_666,2,"North Luzon Expressway, City of Meycauayan",14.7422,120.975
LTFRB_1218,2,"St Mary / Benfits, Quezon City",14.6726,121.021
LTFRB_5002,2,Nichols PNR,14.5235605797,121.0262811184
LTFRB_3958,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8348,120.976
LTFRB_3970,2,"Patag II Chapel, Santa Maria, Manila",14.8243,120.972
LTFRB_681,2,"Maycauayan Camalig / Pantok Road Intersection, City of Meycauayan",14.7634,120.987
LTFRB_1186,2,"Baesa Road / Barnachea Compund Intersection, Quirino Highway, Quezon City",14.6794,121.008
LTFRB_3960,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8318,120.974
LTFRB_664,2,"North Luzon Expressway, City of Meycauayan",14.7383,120.977
LTFRB_686,2,"El- Camino, City of Meycauayan",14.7663,120.996
LTFRB_3787,2,"Mayor Gil Fernando Ave, Marikina City, Manila",14.6308,121.102
LTFRB_3984,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8276,121.0
LTFRB_3991,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8353,121.012
LTFRB_3990,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8339,121.011
LTFRB_1184,2,"Baesa Road / Aquino Street Intersection, Quirino Highway, Quezon City",14.6783,121.007
LTFRB_3754,2,"J. P. Rizal St, Marikina City, Manila",14.6354,121.094
LTFRB_3989,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8326,121.009
LTFRB_3988,2,"Catmon Barangay Hall, Santa Maria, Manila",14.831,121.007
LTFRB_3987,2,"Catmon National High School, Santa Maria, Manila",14.8302,121.005
LTFRB_3986,2,"Catmon Public Cemetery, Santa Maria, Manila",14.8293,121.003
LTFRB_690,2,"Maycauayan Camalig, City of Meycauayan",14.768,120.991
LTFRB_69,2,"Ign Pharmacy, MacArthur Highway, Dalandanan, Valenzuela City",14.7085,120.96
LTFRB_3985,2,"Catmon Chapel, Santa Maria, Manila",14.8284,121.001
LTFRB_3758,2,"J. P. Rizal St, Marikina City, Manila",14.6262,121.097
LTFRB_376,2,"Yan-An Cargo, North Bay Blvd, Manila",14.6231,120.97
LTFRB_688,2,"Un named Road near El- Camino, City of Meycauayan",14.7661,121.002
LTFRB_3761,2,"J. P. Rizal St, Marikina City, Manila",14.6213,121.093
LTFRB_3752,2,"J. P. Rizal St, Marikina City, Manila",14.6396,121.094
LTFRB_3992,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8357,121.015
LTFRB_1246,2,"Dangay / Lanutan Intersection, Quezon City",14.6563,121.022
LTFRB_3747,2,"J. P. Rizal St / R. Santos ntersection, Marikina City, Manila",14.6494,121.1
LTFRB_3999,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8411,121.03
LTFRB_3998,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8395,121.029
LTFRB_3743,2,"J. P. Rizal St, Marikina City, Manila",14.6568,121.104
LTFRB_4997,2,Buendia PNR,14.5573747819,121.0080313683
LTFRB_1248,2,"Dangay / Bansalangin Intersection, Quezon City",14.6551,121.027
LTFRB_3746,2,"J. P. Rizal St / E Gonzales St Intersection, Marikina City, Manila",14.6501,121.103
LTFRB_3748,2,"J. P. Rizal St /  Sampaguita St Intersection, Marikina City, Manila",14.6483,121.097
LTFRB_3993,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8362,121.017
LTFRB_3997,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8391,121.027
LTFRB_3996,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8383,121.025
LTFRB_3995,2,"Bulac Chapel, Santa Maria, Manila",14.8379,121.022
LTFRB_3749,2,"J. P. Rizal St, Marikina City, Manila",14.6461,121.097
LTFRB_3994,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8375,121.02
LTFRB_3750,2,"J. P. Rizal St / Interior JP Rizal Intersection, Marikina City, Manila",14.6443,121.096
LTFRB_4998,2,Pandacan PNR,14.5907373413,121.009093523
LTFRB_3983,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8272,120.998
LTFRB_5000,2,Pasay Road PNR ,14.5508636657,121.0115289688
LTFRB_3764,2,"A. Bonifacio Ave, Marikina City, Manila",14.6361,121.091
LTFRB_4999,2,Santa Mesa PNR,14.6006423383,121.0102844238
LTFRB_3777,2,"E dela Paz St, Marikina City, Manila",14.6288,121.098
LTFRB_3778,2,"E dela Paz St, Marikina City, Manila",14.6314,121.097
LTFRB_1229,2,"Congressional Avenue, Quezon City",14.6652,121.028
LTFRB_3975,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8265,120.98
LTFRB_3974,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8267,120.979
LTFRB_3780,2,"Shoe Ave / W Paz Intersection, Marikina City, Manila",14.6329,121.098
LTFRB_3973,2,"St Joseph College of Bulacan, Santa Maria, Manila",14.8265,120.977
LTFRB_1225,2,"Shorhorn, Quezon City",14.6659,121.022
LTFRB_3972,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8259,120.975
LTFRB_381,2,"Radial Road 10, Manila",14.6128,120.96
LTFRB_685,2,"El- Camino, City of Meycauayan",14.7661,120.994
LTFRB_1224,2,"Shorhorn, Quezon City",14.6676,121.021
LTFRB_3785,2,"J. Chanyungco St, Marikina City, Manila",14.6325,121.099
LTFRB_3971,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.825,120.974
LTFRB_3775,2,"Nicanor Roxas St, Marikina City, Manila",14.623,121.097
LTFRB_3976,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8262,120.982
LTFRB_3774,2,"F. Calderon, Marikina City, Manila",14.6221,121.096
LTFRB_377,2,"Immaculate Conception Academy, North Bay Blvd, Manila",14.6246,120.968
LTFRB_3765,2,"A. Bonifacio Ave, Marikina City, Manila",14.6356,121.089
LTFRB_3766,2,"A. Bonifacio Ave, Marikina City, Manila",14.6348,121.087
LTFRB_3767,2,"A. Bonifacio Ave, Marikina City, Manila",14.6335,121.085
LTFRB_3768,2,"A. Bonifacio Ave, Marikina City, Manila",14.6328,121.083
LTFRB_3982,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.827,120.995
LTFRB_3981,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8268,120.993
LTFRB_3980,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8268,120.991
LTFRB_3977,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8266,120.984
LTFRB_1185,2,"Baesa Road / Julieta Street Intersection, Quirino Highway, Quezon City",14.6789,121.007
LTFRB_1232,2,"Congressional Avenue, Quezon City",14.6625,121.02
LTFRB_687,2,"El- Camino, City of Meycauayan",14.7664,120.999
LTFRB_3773,2,"F. Calderon, Marikina City, Manila",14.6215,121.095
LTFRB_3979,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8265,120.989
LTFRB_3978,2,"Santa Maria San Jose Rd, Santa Maria, Manila",14.8264,120.986
LTFRB_3949,2,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",14.8767,121.01
LTFRB_3896,2,"Walter Mart Shopping Centre, Santa Maria, Manila",14.8221,120.953
LTFRB_3948,2,"Our Lady of Fatima, Santa Maria, Manila",14.8757,121.009
LTFRB_671,2,"Maycauayan Camalig, City of Meycauayan",14.7484,120.973
LTFRB_120,2,"Bulacan Medical Misson Group Cooperative Hospital, Governor  Fortunato Halili Avenue, Bocaue",14.8083,120.945
LTFRB_12,2,"Krusas Wawa Memorial Park, MacArthur Highway, Balagtas",14.8081,120.917
LTFRB_1199,2,"SM Supermarket, Quirino Highway, Quezon City",14.6823,121.021
LTFRB_391,2,"Juan Luma / Raxa Bago Intersection, Manila",14.6204,120.972
LTFRB_119,2,"Shell Fuel Station, Governor Fortunato Halili Avenue, Bocaue",14.808,120.943
LTFRB_3908,2,"Santa Maria Bypass Rd, Santa Maria, Manila",14.8354,120.974
LTFRB_3907,2,"Santa Maria Bypass Rd, Santa Maria, Manila",14.8345,120.972
LTFRB_3866,2,"C.M. Recto St, Marikina City, Manila",14.6628,121.124
LTFRB_1197,2,"Quirino Highway / Vipra Intersection, Quezon City",14.679,121.018
LTFRB_667,2,"North Luzon Expressway, City of Meycauayan",14.7443,120.974
LTFRB_1196,2,"Inglesia ni Cristo, Quirino Highway, Quezon City",14.677,121.016
LTFRB_387,2,"President Ferdinand E. Marcos Highway / Kagitingan Intersection, Manila",14.6028,120.963
LTFRB_3870,2,"Eulogio Rodriguez Jr Ave, Quezon City, Manila",14.6111,121.076
LTFRB_3871,2,"Holy Family Chapel, Quezon City, Manila",14.6099,121.077
LTFRB_3872,2,"International Centre of Information Technology Education, Pasig City, Manila",14.6108,121.081
LTFRB_3860,2,"Gen. B. G. Molina St, Marikina City, Manila",14.6601,121.117
LTFRB_3910,2,"Guyong Elementary School, Santa Maria, Manila",14.8369,120.977
