stop_id,total_degree,stop_name,stop_lat,stop_lon
LTFRB_1462,7,"Tomas Mapua / Camarines Intersection, Manila",14.6182,120.982
LTFRB_1154,7,"Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City",14.6572,120.99
LTFRB_3243,7,"Caruncho Ave, Pasig City, Manila",14.5608,121.078
LTFRB_4505,7,"J. Teodoro / 5th Ave West, Caloocan City, Manila",14.6446,120.983
LTFRB_1472,7,"Department of Health, Razal Avenue, Manila",14.6156,120.983
LTFRB_1218,7,"St Mary / Benfits, Quezon City",14.6726,121.021
LTFRB_3428,7,"Ortigas Ave / Melbourne Intersection, Pagis City, Manila",14.5894,121.101
LTFRB_3425,7,"Ortigas Ave, Pagis City, Manila",14.5886,121.105
LTFRB_1133,7,"North Luzon Expressway near Libis Baesa Exit, Caloocan City",14.6737,121.001
LTFRB_317,7,"Baltazar / 5th Avenue West Intersection, Caloocan City",14.6448,120.978
LTFRB_995,7,"Mary The Queen College, Commonwealth Avenue, Quezon City",14.6755,121.082
LTFRB_318,7,"P. Sevilla Street / 5th Avenue West Intersection, Caloocan City",14.6446,120.98
LTFRB_1058,7,"Pacific Global Hospital, Mindanao Avenue, Quezon City",14.6888,121.03
LTFRB_755,7,"Quirino Highway, Calcoocan City",14.7614,121.087
LTFRB_1060,7,"Mindanao Avenue / Don Vicente Intersection, Quezon City",14.6838,121.032
LTFRB_3208,7,"Eulogio Rodriguez Jr Ave / Doña Julia Vargas Ave Intersection, Pasig City, Manila",14.5827,121.077
LTFRB_570,7,"Novastop, Quirino Highway, Caloocan City",14.7344,121.055
LTFRB_3402,7,"Elementary School, Cainta, Manila",14.5765,121.117
LTFRB_1065,7,"Mindanao Avenue, Quezon City",14.6727,121.032
LTFRB_1071,7,"Mindanao Avenue, Quezon City",14.6619,121.037
LTFRB_1072,7,"Mindanao Avenue / Road 10 Intersection, Quezon City",14.6604,121.036
LTFRB_1068,7,"Mindanao Avenue, Quezon City",14.6669,121.035
LTFRB_790,7,"Polytechnic School, Quirino Highway, Quezon City",14.7354,121.066
LTFRB_1057,7,"Quirino Highway / Mindanao Avenue Intersection, Quezon City",14.6903,121.028
LTFRB_3403,7,"Buenviaje St, Cainta, Manila",14.5779,121.118
LTFRB_3478,7,"Quezon Ave, Teresa, Manila",14.56,121.206
LTFRB_80,7,"Flying V Gas, MacArthur Highway, Valenzuela City",14.6928,120.969
LTFRB_3130,7,"P.Burgos, Makati City, Manila",14.5654,121.046
LTFRB_3036,6,"Ortigas Ave  / C. Raymundo Ave Intersection, Pasig City, Manila",14.5903,121.09
LTFRB_3244,6,"Caruncho Ave, Pasig City, Manila",14.5584,121.082
LTFRB_2082,6,"Eulogio Rodriguez Sr. Ave / Balete Dr Intersection, Quezon City, Manila",14.6241,121.035
LTFRB_1906,6,"Revellin, Manila",14.5772,121.011
LTFRB_2991,6,"M. Almeda / G. de Borja Intersection, Pateros, Manila",14.5428,121.067
LTFRB_3813,6,"Aquilina St / E Santos Intersection, Marikina City, Manila",14.6421,121.1
LTFRB_2081,6,"Christ the King Seminary, Eulogio Rodriguez Sr. Ave, Quezon City, Manila",14.6238,121.031
LTFRB_1911,6,"Zobel Roxas Ave / Madre Perla Intersection, Manila",14.567,121.004
LTFRB_1312,6,"Andreas Bonifacio / Bataan Intersection, Quezon City",14.6452,120.994
LTFRB_2074,6,"Quezon Institute, Eulogio Rodriguez Sr Ave, Quezon City, Manila",14.6186,121.012
LTFRB_921,6,"Montalban Church, Daang Hari Streeet Intersection, Rodriguez",14.7295,121.144
LTFRB_1313,6,"Andreas Bonifacio / Selecta Drive Intersection, Quezon City",14.648,120.996
LTFRB_547,6,"Sampaguita / Atrium Intersection , Caloocan City",14.7408,121.056
LTFRB_2070,6,"South Dr / A. Arnaiz Ave Intersection, Makati City, Manila",14.5493,121.025
LTFRB_122,6,"Green Pond Chinese Resturant, Governor Fortunato Halili Avenue, Bocaue",14.8116,120.948
LTFRB_2996,6,"M. Almeda, Pateros, Manila",14.5447,121.068
LTFRB_2068,6,"E Zobel, Manila",14.57,121.029
LTFRB_3032,6,"Dr Sixto Antonio Ave, Pasig City, Manila",14.587,121.085
LTFRB_3576,6,"P. Oliveros St, Antipolo City, Manila",14.5878,121.174
LTFRB_1914,6,"Kamagong / Don Chino Roces Avenue Intersection, Manila",14.5659,121.013
LTFRB_3241,6,"Caruncho Ave / F. Manalo Intersection, Pasig City, Manila",14.5591,121.081
LTFRB_3575,6,"P. Oliveros St / A. Bonifacio St Intersection, Antipolo City, Manila",14.5878,121.175
LTFRB_3037,6,"F Andres / C. Raymundo Ave Intersection, Pasig City, Manila",14.5884,121.089
LTFRB_1968,6,"Makati Ave / A. Arnaiz Ave, Makati City, Manila",14.5507,121.022
LTFRB_2092,6,"Doña M. Hemady Ave / Ramon Magsaysay Blvd Intersection, Quezon City, Manila",14.6151,121.037
LTFRB_1889,6,"Palumpong / Beata Intersection, Manila",14.5908,121.006
LTFRB_297,6,"Mercury Drug, A. Mabini Avenue, Caloocan City",14.6507,120.973
LTFRB_883,6,"Payatas Road / Montalban Highway, Rodriguez",14.7345,121.127
LTFRB_427,6,"Starmall San Jose de Monte, Quirino Highway, City of San Jose del Monte",14.8138,121.072
LTFRB_1198,6,"Chowking, Quirino Highway, Quezon City",14.6805,121.019
LTFRB_102,6,"Monumento, Rizal Avenue, Caloocan City",14.6564,120.984
LTFRB_4146,6,"North Luzon Expressway, Marilao, Manila",14.7741,120.957
LTFRB_3751,6,"J. P. Rizal St / Teodula Dr Intersection, Marikina City, Manila",14.642,121.094
LTFRB_2641,6,"Spectrum Midway Extension, Muntinlupa City, Manila",14.4217,121.04
LTFRB_539,6,"Camarin Road, Caloocan City",14.757,121.055
LTFRB_1888,6,"Jesus, Manila",14.5929,121.004
LTFRB_2718,6,"South Luzon Expressway, Muntinlupa City, Manila",14.3843,121.04
LTFRB_1018,6,"Visayas Avenue / Road 1 Intersection, Quezon City",14.6616,121.044
LTFRB_3824,6,"Aquilina St / E Rodriguez Ave Intersection, Marikina City, Manila",14.6424,121.1
LTFRB_1017,6,"Visayas Avenue / Road 1 Intersection, Quezon City",14.6597,121.045
LTFRB_1891,6,"Lorenzo Dela Paz / Baretto Intersection, Manila",14.5907,121.011
LTFRB_2093,6,"Saint Paul University of Quezon City, Aurora Boulevard Cor. Gilmore Avenue, Quezon City, Manila",14.6168,121.04
LTFRB_477,6,"Quirino Highway / Malaria Road Intersection, City of San Jose del Monte",14.7691,121.08
LTFRB_2980,6,"M. L. Quezon St, Taguig City, Manila",14.5269,121.072
LTFRB_2981,6,"M. L. Quezon St, Taguig City, Manila",14.5292,121.071
LTFRB_922,6,"Gen. A Luna, Rodriguez",14.7279,121.144
LTFRB_1318,6,"Andreas Bonifacio, Quezon City",14.6566,121.0
LTFRB_812,6,"Regalado Highway / SM Fairview Intersection, Quezon City",14.7334,121.061
LTFRB_2109,6,"Tomas Morato Ave, Quezon City, Manila",14.6255,121.033
LTFRB_1015,6,"Dept. of Env & Natural Resources, Visayas Ave, Quezon City",14.6557,121.047
LTFRB_2984,6,"Gen. Luna St / Camia Intersection, Taguig City, Manila",14.5337,121.068
LTFRB_3546,6,"Ortigas Avenue Extension, Tatay, Manila",14.5805,121.147
LTFRB_382,6,"Radial Road 10 / Moriones Intersection, Manila",14.6096,120.961
LTFRB_4165,6,"North Luzon Expressway, Marilao, Manila",14.7986,120.944
LTFRB_3039,6,"C. Raymundo Ave, Pasig City, Manila",14.584,121.088
LTFRB_4249,6,"Sacred Heart Memorial Gardens, Don Placido Campos Av, Dasmariñas City, Manila",14.32,120.94
LTFRB_3454,6,"Ortigas Avenue Extension, Tatay Manila",14.5779,121.142
LTFRB_3810,6,"Mayor Gil Fernando Ave, Marikina City, Manila",14.6371,121.102
LTFRB_3455,6,"Manila East Rd, Tatay, Manila",14.577,121.143
LTFRB_2056,6,"Epifanio de los Santos Avenue / United Intersection, Mandaluyong City, Manila",14.5793,121.052
LTFRB_100,6,"Floresco North Mortuary, MacArthur Highway, Caloocan City",14.6601,120.984
LTFRB_4210,6,"Epifanio de los Santos Av, Quezon City, Manila",14.6264,121.048
LTFRB_1295,6,"Del Monte Avenue / Araneta Avenue Intersection, Quezon City",14.6391,121.007
LTFRB_908,6,"Montalban Highway / D. Marcelo Street Intersection near Montalban Town Centre, Rodriguez",14.7298,121.14
LTFRB_4213,6,"Epifanio de los Santos Av / Aurora Blvd, Quezon City, Manila",14.6205,121.051
LTFRB_2,6,"STI College, MacArthur Highway, Balagtas",14.8229,120.901
LTFRB_1294,6,"Del Monte Avenue / Don Ramon Intersection, Quezon City",14.6393,121.008
LTFRB_4214,6,"MRT-3 Cubao Station, Epifanio de los Santos Av, Quezon City, Manila",14.6185,121.052
LTFRB_1993,6,"J.P. Rizal Ave, Makati City, Manila",14.5731,121.014
LTFRB_792,6,"Ascencion Avenue / Caridad Intersection, Quezon City",14.7334,121.067
LTFRB_3809,6,"Sumulong Hwy, Antipolo City, Manila",14.6261,121.124
LTFRB_1991,6,"Epifanio de los Santos Avenue, Makati City, Manila",14.5646,121.045
LTFRB_3334,6,"Manila East Rd / Quezon, Angono, Manila",14.5327,121.152
LTFRB_1954,6,"Skyway, Makati City, Manila",14.5425,121.016
LTFRB_4596,6,"Corporate Avenue, Montinlupa City",14.4196,121.041
LTFRB_1959,6,"Skyway, Makati City, Manila",14.5491,121.012
LTFRB_4218,6,"Epifanio de los Santos Av, Quezon City, Manila",14.6121,121.055
LTFRB_556,6,"Zabarte Road / Mahogany Intersection, Caloocan City",14.7481,121.045
LTFRB_3382,6,"Manila Road East, Taytay, Manila",14.5456,121.143
LTFRB_3380,6,"Manila Road East, Taytay, Manila",14.542,121.146
LTFRB_1279,6,"Del Monte Avenue / Corumi Intersection, Quezon City",14.6396,121.01
LTFRB_1976,6,"Senator Gil Puyat Ave, Makati City, Manila",14.5622,121.025
LTFRB_4227,6,"Epifanio de los Santos Av, Mandaluyong City, Manila",14.5964,121.06
LTFRB_1280,6,"Del Monte Avenue / Malac Intersection, Quezon City",14.6398,121.012
LTFRB_1281,6,"Del Monte Avenue / Valencia Intersection, Quezon City",14.64,121.014
LTFRB_4585,6,"Commerce Avenue, Montinlupa City",14.4233,121.025
LTFRB_1283,6,"Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City",14.6404,121.016
LTFRB_3216,6,"F.Manalo / Gen. A Luna St Intersection, Taguig City, Manila",14.5273,121.075
LTFRB_4225,6,"Epifanio de los Santos Av / White Plains Av, Mandaluyong City, Manila",14.5997,121.06
LTFRB_1000,6,"General Hospital, Commonwealth Avenue, Quezon City",14.6671,121.073
LTFRB_2631,6,"Manuel L. Quezon, Muntinlupa City, Manila",14.447,121.051
LTFRB_4205,6,"MRT-3 GMA-Kamuning Station, EDSA, Quezon City, Manila",14.6351,121.043
LTFRB_682,6,"Maycauayan Camalig, City of Meycauayan",14.7648,120.989
LTFRB_1310,6,"Andreas Bonifacio, Quezon City",14.6421,120.993
LTFRB_3480,6,"Quezon Ave, Teresa, Manila",14.5583,121.212
LTFRB_1228,6,"Congressional Avenue, Quezon City",14.6658,121.031
LTFRB_1969,6,"Makati Ave / North Dr Intersection, Makati City, Manila",14.5529,121.023
LTFRB_3004,6,"A. Luna St / Dr Garcia Intersection , Pasig City, Manila",14.5573,121.076
LTFRB_1233,6,Congressional Avenue / Cagayan Intersection Quezon City,14.6607,121.02
LTFRB_55,6,"Land Bank, MacArthur Highway, City of Meycauayan",14.727,120.961
LTFRB_1922,6,"A. Arnaiz Ave, Makati City",14.5511,121.01
LTFRB_3798,6,"Mayor Gil Fernando Ave, Marikina City, Manila",14.6236,121.102
LTFRB_1309,6,"Andreas Bonifacio / Mauban Intersection, Quezon City",14.6401,120.992
LTFRB_809,6,"Regalado Highway, Quezon City",14.7265,121.061
LTFRB_1247,6,"Dangay / Bansalangin Intersection, Quezon City",14.6558,121.024
LTFRB_1927,6,"V.A. Rufino St / Don Chino Roces Avenue Intersection, Makati City",14.5551,121.014
LTFRB_4194,6,"Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",14.7368,121.057
LTFRB_375,6,"Manila Faith Assembly of God, Juan Luma, Manila",14.6221,120.972
LTFRB_4614,6,"Mt Mayon, Bacoor City",14.4125,120.989
LTFRB_461,6,"Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",14.789,121.075
LTFRB_2027,6,"P.Victorino / E.Pantaleon Intersection, Makati City, Manila",14.5695,121.041
LTFRB_1932,6,"Urban Ave, Makati City",14.559,121.011
LTFRB_380,6,"Don Bosco Tondo Soccer Field, Radial Road 10, Manila",14.6155,120.96
LTFRB_42,6,"MacArthur Highway / Malhacan Road Intersection, City of Meycauayan",14.7371,120.961
LTFRB_4608,6,"Sampaguita, Bacoor City",14.4141,120.979
LTFRB_2021,6,"Dr Jose P. Rizal Ave, Makati City, Manila",14.5675,121.041
LTFRB_552,6,"St Claire College of Caloocan, Zabarte Road, Caloocan City",14.7554,121.044
LTFRB_3333,6,"Manila East Rd, Angono, Manila",14.5312,121.155
LTFRB_1258,6,"West Avenue, Quezon City",14.6542,121.03
LTFRB_2632,6,"Manuel L. Quezon, Muntinlupa City, Manila",14.4504,121.051
LTFRB_1002,6,"Commonwealth Avenue, Quezon City",14.6647,121.07
LTFRB_2617,6,"South Luzon Expressway, Muntinlupa City, Manila",14.4383,121.045
LTFRB_3127,6,"Manggahan / Ramon Magsaysay Ave Intersection, Makati City, Manila",14.5641,121.045
LTFRB_3835,6,"Gen. B. G. Molina, Marikina City, Manila",14.6573,121.108
LTFRB_398,6,"Sto. Nino Church, Nicolas Zamora, Manila",14.608,120.967
LTFRB_2764,6,"Governor's Drive, Carmona, Manila",14.314,121.05
LTFRB_2850,6,"National Hwy, San Pedro, Manila",14.3489,121.065
LTFRB_2372,6,"Ninoy Aquino Ave, Parañaque City, Manila",14.4904,120.992
LTFRB_2766,6,"Governor's Drive, Carmona, Manila",14.3117,121.043
LTFRB_3717,6,"Felix Ave, Cainta, Manila",14.6197,121.102
LTFRB_3715,6,"Felix Ave, Cainta, Manila",14.6147,121.102
LTFRB_2839,6,"National Hwy, Biñan City, Manila",14.3283,121.09
LTFRB_2503,6,"Emilio Aguinaldo Hwy / Governor's Dr Intersection , Lungsod ng Dasmariñas, Manila",14.3018,120.954
LTFRB_3708,6,"Felix Ave, Cainta, Manila",14.5983,121.109
LTFRB_1044,6,"Quirino Highway, Quezon City",14.7151,121.04
LTFRB_3710,6,"Felix Ave, Cainta, Manila",14.6023,121.106
LTFRB_3909,6,"Santa Maria Bypass Rd, Santa Maria, Manila",14.8361,120.976
LTFRB_2396,6,"NAIA Rd, Parañaque City, Manila",14.5141,121.006
LTFRB_2498,6,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",14.3363,120.938
LTFRB_2497,6,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",14.3417,120.937
LTFRB_737,6,"Quirino Highway, Quezon City",14.7246,121.041
LTFRB_2854,6,"National Hwy, San Pedro, Manila",14.3574,121.06
LTFRB_473,6,"Brighton School, Quirino Highway, City of San Jose del Monte",14.7768,121.075
LTFRB_2360,6,"Imelda Ave / Macopa Intersection, Lungsod ng Pasay, Manila",14.5131,121.003
LTFRB_2359,6,"NAIA Rd / Imelda Ave Intersection, Parañaque City, Manila",14.5154,121.004
LTFRB_389,6,"Moriones, Manila",14.6099,120.965
LTFRB_2867,6,"Hall of Justice, National Hwy, Muntinlupa City, Manila",14.386,121.045
LTFRB_2332,6,"Quirino Ave, Parañaque City, Manila",14.5275,120.997
LTFRB_2338,6,"Quirino Ave / Bayview Drive Intersection, Parañaque City, Manila",14.5205,120.997
LTFRB_330,6,"ADC Batching Point, North Bay Boulevard, City of Navotas",14.646,120.953
LTFRB_2342,6,"NAIA Rd / Domestic Rd Intersection, Lungsod ng Pasay, Manila",14.5168,121.001
LTFRB_276,6,"Franco Clinic and Hospital, Letre Road, Malabon City",14.6599,120.96
LTFRB_2863,6,"National Hwy, Muntinlupa City, Manila",14.3774,121.047
LTFRB_4005,6,"Sapang Palay Proper Elementary School, City of San Jose del Monte, Manila",14.8391,121.043
LTFRB_2518,6,"Emilio Aguinaldo Hwy / Congressional Rd Intersection, Lungsod ng Dasmariñas, Manila",14.4497,120.955
LTFRB_2860,6,"National Hwy, San Pedro, Manila",14.3703,121.05
LTFRB_286,6,"M. Naval / Tanganahan Intersection, Malabon City",14.6511,120.951
LTFRB_2517,6,"I. Mangubat St / Emilio Aguinaldo Hwy Intersection, Lungsod ng Dasmariñas, Manila",14.3268,120.94
LTFRB_4,6,"Ultra Mega Market, MacArthur Highway Balagtas",14.821,120.903
LTFRB_2856,6,"BBL Trans San Pedro Terminal, National Hwy, San Pedro, Manila",14.3618,121.057
LTFRB_734,6,"Geronimo, Quezon City",14.7207,121.042
LTFRB_2493,6,"Emilio Aguinaldo Hwy, Imus, Manila",14.3593,120.938
LTFRB_287,6,"M. Naval, Malabon City",14.6537,120.949
LTFRB_485,6,"Dr. Jose Rodriguez Memorial Hospital, St Joseph, City of San Jose del Monte",14.7659,121.065
LTFRB_2450,6,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",14.3043,120.954
LTFRB_28,6,"Marilao Public Market, MacArthur Highway, Marilao",14.7615,120.949
LTFRB_3693,6,"Marcos Hwy, Pasig City, Manila",14.619,121.09
LTFRB_1059,6,"Mindanao Avenue, Quezon City",14.6866,121.032
LTFRB_393,6,"Jose Corazon de Jesus Elementary School, Juan Luma, Manila",14.6142,120.97
LTFRB_3697,6,"Marcos Hwy, Pasig City, Manila",14.6254,121.083
LTFRB_279,6,"Circimferential Road 4, Malabon City",14.6586,120.964
LTFRB_2469,6,"Manila-Cavite Expy, Bacoor City, Manila",14.4724,120.965
LTFRB_3401,6,"Bonifacio Ave, Cainta, Manila",14.5771,121.12
LTFRB_3396,6,"Rizal Ave / Pulumbarit Intersection,  Taytay, Manila",14.5714,121.13
LTFRB_2471,6,"Emilio Aguinaldo Hwy / Longos Flyover Intersection, Bacoor City, Manila",14.4669,120.963
LTFRB_1052,6,"Quirino Highway / T. Urbano Intersection, Quezon City",14.699,121.034
LTFRB_2473,6,"Talaba IV Barangay Hall, Emilio Aguinaldo Hwy, Bacoor City, Manila",14.4613,120.96
LTFRB_2474,6,"Quirino Ave, Las Piñas City, Manila",14.473,120.976
LTFRB_2475,6,"Quirino Ave, Bacoor City, Manila",14.459,120.959
LTFRB_2476,6,"Emilio Aguinaldo Hwy, Bacoor City, Manila",14.4531,120.957
LTFRB_394,6,"Iglesia Ni Cristo, Juan Luma, Manila",14.6106,120.969
LTFRB_2448,6,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",14.3121,120.948
LTFRB_3691,6,"Marcos Hwy, Antipolo City, Manila",14.6196,121.097
LTFRB_1049,6,"St John of Beverly, Quirino Highway, Quezon City",14.7058,121.038
LTFRB_3393,6,"Rizal Ave / B.A. Cruz Intersection, Taytay, Manila",14.5655,121.132
LTFRB_2410,6,"Quirino Ave, Las Piñas City, Manila",14.4771,120.978
LTFRB_2413,6,"Quirino Ave, Las Piñas City, Manila",14.4691,120.97
LTFRB_3400,6,"Marketplace, Cainta, Manila",14.5757,121.122
LTFRB_340,6,"H. Lopez Blvd / Guidote Intersection, Tondo",14.6271,120.966
LTFRB_2416,6,"Quirino Ave, Bacoor City, Manila",14.4607,120.961
LTFRB_2419,6,"Emilio Aguinaldo Hwy / Tirona Hwy Intersection, Bacoor City, Manila",14.4454,120.953
LTFRB_278,6,"J. P Rizal Avenue, Malabon City",14.6593,120.954
LTFRB_1046,6,"Quirino Highway / Villaflor Intersection, Quezon City",14.7119,121.04
LTFRB_2812,6,"Rizal St / National Highway Intersection, Muntinlupa City, Manila",14.3892,121.045
LTFRB_1047,6,"Quirino Highway / Premiere Street Intersection, Quezon City",14.7101,121.039
LTFRB_820,6,"Regalado Highway, Quezon City",14.7117,121.061
LTFRB_3688,6,"Marcos Hwy, Antipolo City, Manila",14.6214,121.105
LTFRB_2436,6,"Emilio Aguinaldo Hwy, Imus, Manila",14.3672,120.938
LTFRB_2437,6,"Golf and Country Club, Emilio Aguinaldo Hwy, Imus, Manila",14.3619,120.938
LTFRB_3321,6,"Manila East Rd, Binangonan, Manila",14.5174,121.159
LTFRB_1096,6,"Life Value Clinic, Congressional Avenue, Quezon City",14.6768,121.034
LTFRB_413,6,"Quirino Highway, City of San Jose del Monte",14.8477,121.081
LTFRB_52,6,MacArthur Highway / Banga - Tugatog Road Intersection City of Meycauayan,14.7279,120.961
LTFRB_2197,6,"Kamias Rd / Kasing-Kasing Intersection, Quezon City, Manila",14.6339,121.057
LTFRB_2198,6,"Kamias Rd / Anonas Extension Intersection, Quezon City, Manila",14.6345,121.059
LTFRB_2199,6,"K-10th / Anonas Intersection, Quezon City, Manila",14.6333,121.059
LTFRB_711,6,"Paso de Blas / L San Diego Intersection, Valenzuela City",14.7071,120.991
LTFRB_2553,6,"Molino Rd, Bacoor City, Manila",14.3989,120.978
LTFRB_2203,6,"Anonas / Molave Intersection, Quezon City, Manila",14.6286,121.063
LTFRB_1170,6,"Quirino Highway / S Gonzales Drive Intersection, Quezon City",14.664,121.003
LTFRB_1160,6,"5th Street / Macbagdal Intersection, Caloocan City",14.6557,120.988
LTFRB_816,6,"Regalado Highway, Quezon City",14.7175,121.061
LTFRB_518,6,"Old Zabarte, Caloocan City",14.7734,121.045
LTFRB_2550,6,"Molino Rd, Bacoor City, Manila",14.4039,120.977
LTFRB_3867,6,"Precision Foundry of the Philippines, Marikina City, Manila",14.6635,121.125
LTFRB_339,6,"North Bay Boulevard / Rodriguez Intersection, Tondo",14.6299,120.965
LTFRB_516,6,"Old Zabarte, Caloocan City",14.772,121.044
LTFRB_4078,6,"Unnamed Rd / San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",14.8099,121.048
LTFRB_4077,6,"City of San Jose Del Monte Central School, City of San Jose del Monte, Manila",14.8118,121.047
LTFRB_3616,6,"Sumulong Hwy, Antipolo City, Manila",14.6248,121.125
LTFRB_525,6,"New Lance Center for Education, Zabarte Road, Caloocan City",14.7586,121.044
LTFRB_1173,6,"Quirino Highway / 127 Interior Intersection, Quezon City",14.6667,121.007
LTFRB_2190,6,"Yale / Ermin Garcia Ave Intersection, Quezon City, Manila",14.6294,121.053
LTFRB_2148,6,"Ortigas Ave, San Juan, Manila",14.6058,121.042
LTFRB_3387,6,"Manila Road East, Taytay, Manila",14.5564,121.137
LTFRB_3744,6,"J. P. Rizal St, Marikina City, Manila",14.6546,121.103
LTFRB_2731,6,"South Luzon Expressway, , Camona,  Biñan City, Manila",14.3216,121.063
LTFRB_2165,6,"Liberty Ave / 13th Avenue Intersection, Quezon City, Manila",14.6144,121.06
LTFRB_3389,6,"Rizal Avenue, Taytay, Manila",14.5611,121.135
LTFRB_1188,6,"Baesa Road / Roxas Intersection, Quirino Highway, Quezon City",14.6807,121.009
LTFRB_374,6,"Gagalangin Fire Station, Juan Luma, Manila",14.6253,120.973
LTFRB_2176,6,"15th Ave / Mirasol Intersection, Quezon City, Manila",14.6225,121.058
LTFRB_2948,6,"Lawton Ave / Bayani Road Intersection, Taguig City, Manila",14.5347,121.041
LTFRB_218,6,"Navotas City Hall, M. Naval, City of Navotas",14.6583,120.947
LTFRB_3436,6,"Ortigas Avenue Extension, Cainta, Manila",14.5868,121.113
LTFRB_2183,6,"P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila",14.6216,121.064
LTFRB_1881,6,"San Gregorio / Paz St, Manila",14.5814,120.995
LTFRB_1029,6,"Tandang Sora, Quezon City",14.6725,121.05
LTFRB_4076,6,"Bulacan Standard Academy, City of San Jose del Monte, Manila",14.8143,121.045
LTFRB_476,6,"Quirino Highway, City of San Jose del Monte",14.7702,121.079
LTFRB_2322,6,"Cuneta Avenue, Lungsod ng Pasay, Manila",14.5361,120.994
LTFRB_3414,6,"Ortigas Ave / 5th Avenue Intersection, Pagis City, Manila",14.588,121.108
LTFRB_2288,6,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",14.5343,120.989
LTFRB_2289,6,"Coral Way / Diosdado Macapagal Blvd Intersection, Lungsod ng Pasay, Manila",14.5318,120.99
LTFRB_497,6,"Green Construction Supply, Langit Road, Caloocan City",14.7764,121.05
LTFRB_2295,6,"Diosdado Macapagal Blvd / NAIA Road Intersection, Lungsod ng Pasay, Manila",14.5171,120.991
LTFRB_3882,6,"The Gallery Building, Quezon City, Manila",14.592,121.08
LTFRB_2879,6,"National Hwy / Visayas St Intersection, Muntinlupa City, Manila",14.4108,121.046
LTFRB_3640,6,"68 St / Marcos Hwy Intersection, Antipolo City, Manila",14.6226,121.179
LTFRB_2307,6,"Manila-Cavite Expressway, Parañaque City, Manila",14.5142,120.993
LTFRB_2912,6,"South Luzon Expressway, Makati City, Manila",14.5357,121.019
LTFRB_4021,6,"Balasing - San Jose Rd / Dr Eduardo V. Roquero Sr. Rd, City of San Jose del Monte, Manila",14.8576,121.056
LTFRB_2313,6,"Manila-Cavite Expressway, Parañaque City, Manila",14.4965,120.988
LTFRB_2314,6,"Manila-Cavite Expressway, Parañaque City, Manila",14.4939,120.987
LTFRB_2317,6,"Manila-Cavite Expressway, Las Piñas City, Manila",14.4855,120.981
LTFRB_483,6,"Our Lady of the Star Nursery, St Joseph, City of San Jose del Monte",14.7661,121.071
LTFRB_2319,6,"F.B. Harrison Street, Lungsod ng Pasay, Manila",14.5359,120.996
LTFRB_2320,6,"F.B. Harrison Street / Russel Avenue Intersection, Lungsod ng Pasay, Manila",14.534,120.996
LTFRB_1107,6,"Ambuklao, Quezon City",14.6839,121.047
LTFRB_766,6,"Makabud, Calcoocan City",14.7481,121.08
LTFRB_764,6,"Makabud / Quirino Highway Intersection, Calcoocan City",14.7461,121.08
LTFRB_3322,6,"Manila East Rd, Binangonan, Manila",14.5191,121.158
LTFRB_3427,6,"Ortigas Ave, Pagis City, Manila",14.5883,121.106
LTFRB_3426,6,"Ortigas Ave, Pagis City, Manila",14.5892,121.102
LTFRB_1137,6,"North Luzon Expressway, Caloocan City",14.6663,121.0
LTFRB_3281,6,"The Medical City, Pasig City, Manila",14.5891,121.068
LTFRB_1132,6,"North Luzon Expressway, Caloocan City",14.6758,121.001
LTFRB_504,6,"Langit Road, Caloocan City",14.7795,121.039
LTFRB_3323,6,"Quezon Ave, Angono, Manila",14.5213,121.155
LTFRB_4059,6,"Dr Eduardo V. Roquero Sr. Av / Unnamed Road, City of San Jose del Monte, Manila",14.8544,121.056
LTFRB_1125,6,"North Luzon Expressway, Valenzuela City",14.6891,121.001
LTFRB_2903,6,"Food Terminal Incorporated, DBP Ave, Taguig City, Manila, Manila",14.5048,121.043
LTFRB_3636,6,"Marcos Hwy, Antipolo City, Manila",14.6223,121.187
LTFRB_290,6,"Malabon Diesel Injection Service, Dagat- Dagatan Avenue, Caloocan City",14.6525,120.966
LTFRB_2266,6,"University Ave / E Jacinto St Intersection, Quezon City, Manila",14.6548,121.062
LTFRB_3286,6,"Osmena, Binangonan, Manila",14.4678,121.191
LTFRB_2895,6,"E Service Rd, Parañaque City, Manila",14.5006,121.039
LTFRB_2184,6,"20th Ave / D. Silang Intersection, Quezon City, Manila",14.6186,121.064
LTFRB_2613,6,"South Luzon Expressway, Muntinlupa City, Manila",14.452,121.045
LTFRB_3085,6,"32nd St / Justice Drive Intersection, Taguig City, Manila",14.5539,121.049
LTFRB_587,6,"Deparo Road / Teafilo Samson Avenue Intersection, Caloocan City",14.7402,121.026
LTFRB_1630,6,"Bonifacio Drive, Manila",14.5855,120.974
