origin,origin_stop_name,destination,dest_stop_name,travel_time_formatted,num_transfers,path_length_stops,travel_time_seconds
LTFRB_3062,"Carlos P. Garcia Ave, Taguig City, Manila",LTFRB_4330,"D Romualdez Sr / United Nations Ave, Manila",00:59:35,14,37,3575.0
LTFRB_2876,"National Hwy, Muntinlupa City, Manila",LTFRB_994,"Commonwealth Avenue / Capitol Homes Drive Intersection, Quezon City",02:48:02,12,91,10082.0
LTFRB_4094,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",LTFRB_4342,"E.Service Rd, Quezon City, Metro Manila",01:51:22,5,92,6682.0
LTFRB_1692,"Leon Guinto Sr., Manila",LTFRB_2454,"San Agustin Bus Terminal, Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",02:50:00,15,101,10200.0
LTFRB_3884,"Eulogio Rodriguez Jr. Ave / Eagle Av, Pasig City, Manila",LTFRB_4687,"Gregorio Araneta Ave, Quezon City",01:05:56,6,43,3956.0
LTFRB_1205,"Tanding Sora Avenue, Quezon City",LTFRB_1600,"T. Mapua, Manila",00:51:30,6,34,3090.0
LTFRB_2367,"Ninoy Aquino Ave / Multinational Ave Intersection, Parañaque City, Manila",LTFRB_4477,"P. Oliveros St, Antipolo City, Manila",02:11:59,18,97,7919.0
LTFRB_1977,"Senator Gil Puyat Ave / Makati Avenue Intersection, Makati City, Manila",LTFRB_2901,"Food Terminal Incorporated, DBP Ave, Taguig City, Manila, Manila",00:43:01,4,19,2581.0
LTFRB_3814,"2nd St / E Mendoza St Intersection, Marikina City, Manila",LTFRB_961,"Batasan - San Mateo / Kagawad Intersection, Quezon City",00:30:10,3,22,1810.0
LTFRB_1047,"Quirino Highway / Premiere Street Intersection, Quezon City",LTFRB_39,"Tricycle Station, MacArthur Highway, Marilao",01:20:42,10,71,4842.0
LTFRB_3963,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",LTFRB_4774,"Glen T de Leon, Valenzuela City",Infinite,-1,0,inf
LTFRB_1364,"Quezon Avenue, Quezon City",LTFRB_2630,"Manuel L. Quezon, Muntinlupa City, Manila",01:59:57,14,45,7197.0
LTFRB_2534,"Molino Rd, Bacoor City, Manila",LTFRB_3423,"Riverside Dr, Pagis City, Manila",02:25:03,14,88,8703.0
LTFRB_4084,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",LTFRB_5001,EDSA PNR ,Infinite,-1,0,inf
LTFRB_1107,"Ambuklao, Quezon City",LTFRB_3091,"Federacion Dr, Taguig City, Manila",01:28:32,10,75,5312.0
LTFRB_2198,"Kamias Rd / Anonas Extension Intersection, Quezon City, Manila",LTFRB_3298,"Quezon Ext. Binangonan, Manila",02:13:35,11,93,8015.0
LTFRB_1073,"Mindanao Avenue, Quezon City",LTFRB_505,"Lacson, Langit Road, Caloocan City",01:14:15,10,57,4455.0
LTFRB_2717,"South Luzon Expressway / Gen Paulino Santos Ave Intersection, Muntinlupa City, Manila",LTFRB_4637,"Paseo de Roxas, Makati City",01:47:32,11,47,6452.0
LTFRB_30,"MacArthur Highway, Marilao",LTFRB_4007,"Sapang Palay - Muzon Road, City of San Jose del Monte, Manila",01:54:36,1,93,6876.0
LTFRB_3048,"C. Raymundo Ave, Pasig City, Manila",LTFRB_517,"Old Zabarte, Caloocan City",02:13:24,17,102,8004.0
LTFRB_3565,"General Luna St, Antipolo City, Manila",LTFRB_4043,"Quirino Highway, City of San Jose del Monte, Manila",03:32:07,10,152,12727.0
LTFRB_4752,"SM Fairview, Quezon City",LTFRB_4805,"Sta Maria Tungkong Mangga Road, Santa Maria",Infinite,-1,0,inf
LTFRB_2024,"Coronado / E.Pantaleon Intersection, Makati City, Manila",LTFRB_4622,"Jerusalem, Paranaque City",Infinite,-1,0,inf
LTFRB_1635,"Railroad Dr / 13th St Intersection, Manila",LTFRB_717,"Paso de Blas, Valenzuela City",01:15:19,8,67,4519.0
LTFRB_2016,"Makati-Mandaluyong Bridge, Makati City, Manila",LTFRB_4596,"Corporate Avenue, Montinlupa City",01:36:20,10,40,5780.0
LTFRB_1005,"Social Science Institute, Commonwealth Avenue, Quezon City",LTFRB_393,"Jose Corazon de Jesus Elementary School, Juan Luma, Manila",01:03:59,12,52,3839.0
LTFRB_1613,"A F. Torres / Ronquillo Intersection, Manila",LTFRB_3425,"Ortigas Ave, Pagis City, Manila",01:15:17,7,34,4517.0
LTFRB_346,"Vitas, Velasquez, Tondo",LTFRB_3839,"Bayan-Bayanan Ave, Marikina City, Manila",01:37:48,14,73,5868.0
LTFRB_1358,"Banawe Avenue, Quezon City",LTFRB_2842,"National Hwy, Biñan City, Manila",03:10:27,17,93,11427.0
LTFRB_4426,"Col. Bonny Serrano Ave, Quezon City, Manila",LTFRB_4675,"Evangelista Street, Manila City",Infinite,-1,0,inf
LTFRB_3539,"Ortigas Avenue Extension, Antipolo City, Manila",LTFRB_4958,Abad Santos LRT,Infinite,-1,0,inf
LTFRB_1771,"Legarda, Manila",LTFRB_2842,"National Hwy, Biñan City, Manila",02:42:07,12,70,9727.0
LTFRB_3090,"7th Ave / McKinley Pkwy Intersection, Taguig City, Manila",LTFRB_4149,"North Luzon Expressway, Marilao, Manila",02:32:41,15,103,9161.0
LTFRB_2231,"21st Ave, Quezon City, Manila",LTFRB_3770,"J. P. Rizal St, Marikina City, Manila",00:28:40,6,22,1720.0
LTFRB_4291,"Upper McKinley Rd, Taguig City, Manila",LTFRB_4306,"Susana Heights Access Rd, Muntinlupa City, Manila",01:45:25,10,53,6325.0
LTFRB_256,"United Evangelical Church of Malabon, Gov. W. Pascual Avenue, Malabon City",LTFRB_3360,"E Bank Rd, Taytay, Manila",01:47:48,13,82,6468.0
LTFRB_4213,"Epifanio de los Santos Av / Aurora Blvd, Quezon City, Manila",LTFRB_4269,"PNR Buendia Station, Skyway, Makati City, Manila",00:55:56,12,44,3356.0
LTFRB_215,"Malabon Public Market, Estrella, Malabon City",LTFRB_3573,"Martinez St / R. De Jesus Intersection, Antipolo City, Manila",02:30:35,20,125,9035.0
LTFRB_2184,"20th Ave / D. Silang Intersection, Quezon City, Manila",LTFRB_2730,"South Luzon Expressway, Biñan City, Manila",03:00:42,13,97,10842.0
LTFRB_1692,"Leon Guinto Sr., Manila",LTFRB_2847,"National Hwy, Biñan City, Manila",02:16:31,12,70,8191.0
LTFRB_2774,"Governor's Drive, Carmona, Manila",LTFRB_4551,"Daang Reyna, Montinlupa City",02:12:53,6,81,7973.0
LTFRB_1390,"West Avenue / Bulletin Intersection, Quezon City",LTFRB_2365,"Ninoy Aquino Ave, Parañaque City, Manila",01:30:16,14,64,5416.0
LTFRB_2176,"15th Ave / Mirasol Intersection, Quezon City, Manila",LTFRB_4093,"San Jose del Monte - Marilao Rd / Langit Rd, City of San Jose del Monte, Manila",02:36:18,11,120,9378.0
LTFRB_2024,"Coronado / E.Pantaleon Intersection, Makati City, Manila",LTFRB_95,"CDC Manufacturing, MacArthur Highway, Malabon City",01:14:00,10,43,4440.0
LTFRB_3404,"Bonifacio Ave / ML Quezon St, Cainta, Manila",LTFRB_3476,"Un- named road, Teresa, Manila",01:10:49,7,76,4249.0
LTFRB_3784,"Shoe Ave, Marikina City, Manila",LTFRB_521,"Captain F. Samano / Champaca Intersection, Caloocan City",01:33:19,9,57,5599.0
LTFRB_1131,"North Luzon Expressway near NLEX Complex, Caloocan City",LTFRB_4198,"Epifanio de los Santos Av, Quezon City, Manila",00:32:37,5,26,1957.0
LTFRB_1646,"Taft Ave, Manila",LTFRB_3532,"Ortigas Avenue Extension, Antipolo City, Manila",01:47:44,8,67,6464.0
LTFRB_4097,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",LTFRB_4707,"P Rosales, Pasig City",Infinite,-1,0,inf
LTFRB_1517,"P. Noval / España Blvd Intersection, Manila",LTFRB_2875,"National Hwy, Muntinlupa City, Manila",02:02:57,12,42,7377.0
LTFRB_1496,"Halcon / Espana Boulevard Intersection, Manila",LTFRB_4618,"Multinational Avenue, Paranaque City",Infinite,-1,0,inf
LTFRB_3922,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",LTFRB_4602,"Festival Mall, Montinlupa City",04:37:35,24,150,16655.0
LTFRB_1546,"Mayhaligue / S.Reyes Intersection, Manila",LTFRB_624,"Genteral Luis, Caloocan City",01:18:35,9,65,4715.0
LTFRB_1509,"Alfonso Mendoza, Manila",LTFRB_4245,"Don Placido Campos Av / N. Guevarra St, Dasmariñas City, Manila",02:49:03,15,96,10143.0
LTFRB_1806,"G Tuazon, Manila",LTFRB_797,"Ascencion Avenue / Tatlong Hari Street Intersection, Quezon City",01:37:00,18,71,5820.0
LTFRB_2419,"Emilio Aguinaldo Hwy / Tirona Hwy Intersection, Bacoor City, Manila",LTFRB_3729,"Amang Rodriguez Ave, Pasig City, Manila",02:11:55,12,80,7915.0
LTFRB_427,"Starmall San Jose de Monte, Quirino Highway, City of San Jose del Monte",LTFRB_935,"Gen. A Luna / Sumulong Street, San Mateo",01:59:59,9,100,7199.0
LTFRB_1597,"Soler St / Roman Intersection, Manila",LTFRB_754,"St Dominic Savio College, Quirino Highway, Calcoocan City",01:56:22,14,86,6982.0
LTFRB_2007,"Zapote / Kalayaan Ave, Makati City, Manila",LTFRB_3003,"A. Luna St, Pasig City, Manila",00:43:31,5,25,2611.0
LTFRB_2619,"South Luzon Expressway, Muntinlupa City, Manila",LTFRB_3594,"Sumulong Hwy, Antipolo City, Manila",02:44:58,9,126,9898.0
LTFRB_4910,"Gov W Pascual Ave, Malabon City",LTFRB_534,"Ilang - Ilang, Caloocan City",01:44:31,12,81,6271.0
LTFRB_2255,"V. Luna Ave, Quezon City, Manila",LTFRB_2382,"Dr A. Santos Ave / N Lopez Ave Intersection, Parañaque City, Manila",02:01:23,14,90,7283.0
LTFRB_1312,"Andreas Bonifacio / Bataan Intersection, Quezon City",LTFRB_3377,"Manila East Rd / Botong Francisco Ave, Angono, Manila",02:05:12,12,89,7512.0
LTFRB_1139,"North Luzon Expressway near Bonifacio Memorial Elementary School, Caloocan City",LTFRB_1285,"Jehovah's Witness Watchtower Branch Office, Roosevelt Avenue, Quezon City",00:18:12,1,20,1092.0
LTFRB_1646,"Taft Ave, Manila",LTFRB_2137,"N.Domingo, San Juan, Manila",00:34:27,5,24,2067.0
LTFRB_1915,"Caton / Pablo Ocampo Sr. Extension Intersection, Makati City",LTFRB_1967,"Amorsolo Street, Makati City, Manila",00:17:35,3,10,1055.0
LTFRB_239,"Petron, M. D Del Pilar, Malabon City",LTFRB_4978,Legarda LRT,Infinite,-1,0,inf
LTFRB_1644,"Padre Burgos St, Manila",LTFRB_3127,"Manggahan / Ramon Magsaysay Ave Intersection, Makati City, Manila",00:46:01,3,32,2761.0
LTFRB_1493,"Dapitan / Maria Cristina ntersrction, Manila",LTFRB_1707,"Vicente Sotto, Lungsod ng Pasay, Manila",00:38:40,7,26,2320.0
LTFRB_1751,"Tengco, Lungsod ng Pasay",LTFRB_2874,"National Hwy, Muntinlupa City, Manila",01:32:27,9,40,5547.0
LTFRB_179,"Navarette Road, Malabon City",LTFRB_2750,"General Malvar St, Biñan City, Manila",03:58:54,16,117,14334.0
LTFRB_3050,"C. Raymundo Ave, Pasig City, Manila",LTFRB_378,"F. Benitez Elementary School, Juan Luma, Caloocan City",01:15:53,14,38,4553.0
LTFRB_1442,"Rizal Avenue near Aurora Blvd Interstion, Quezon City",LTFRB_2938,"Chino Roces Ave, Makati City, Manila",01:00:39,8,38,3639.0
LTFRB_1573,"Valariano Fugoso, Manila",LTFRB_3015,"Dr Sixto Antonio Ave, Pasig City, Manila",01:01:32,7,36,3692.0
LTFRB_1036,"Tandang Sora, Quezon City",LTFRB_2532,"Molino Rd, Bacoor City, Manila",02:46:20,16,124,9980.0
LTFRB_1892,"Lorenzo Dela Paz, Manila",LTFRB_3613,"Sumulong Hwy, Antipolo City, Manila",01:34:47,12,47,5687.0
LTFRB_3016,"Dr Sixto Antonio Ave, Pasig City, Manila",LTFRB_4054,"Colegio de San Gabriel Arcangel, City of San Jose del Monte, Manila",03:42:37,19,164,13357.0
LTFRB_3195,"E.Abello, Pasig City, Manila",LTFRB_457,"Mayamy Bus Station, Quirino Highway, City of San Jose del Monte",02:37:54,20,111,9474.0
LTFRB_4344,"5th Ave West / Maria Clara St, Caloocan City, Manila",LTFRB_596,"Kabatuhan, Caloocan City",01:19:11,6,67,4751.0
LTFRB_1593,"Juan Luna / Sta. Elena Intersection, Manila",LTFRB_28,"Marilao Public Market, MacArthur Highway, Marilao",01:36:31,10,85,5791.0
LTFRB_3049,"C. Raymundo Ave / Caruncho Intersection, Pasig City, Manila",LTFRB_3863,"C.M. Recto St, Marikina City, Manila",01:09:23,4,51,4163.0
LTFRB_1614,"Rizal Avenue, Manila",LTFRB_2120,"Kamias Rd / Maliksi St Intersection, Quezon City, Manila",00:37:33,5,30,2253.0
LTFRB_2834,"National Hwy, Santa Rosa City, Manila",LTFRB_3072,"Kagitingan Executive Golf Course, Lawton Ave, Taguig City, Manila",02:16:33,11,76,8193.0
LTFRB_2830,"National Hwy, Santa Rosa City, Manila",LTFRB_2928,"Andrews Ave / R. Higgins Intersection, Lungsod ng Pasay, Manila",02:22:14,13,82,8534.0
EDSA_14,EDSA Carousel Bus Stop - Ayala,LTFRB_4245,"Don Placido Campos Av / N. Guevarra St, Dasmariñas City, Manila",Infinite,-1,0,inf
LTFRB_2963,"Adia Bagumbayan Manuel L. Quezon, Taguig City, Manila",LTFRB_961,"Batasan - San Mateo / Kagawad Intersection, Quezon City",02:05:46,8,103,7546.0
LTFRB_3401,"Bonifacio Ave, Cainta, Manila",LTFRB_4331,"D Romualdez Sr, Manila",01:27:32,12,51,5252.0
LTFRB_2976,"M. L. Quezon St, Taguig City, Manila",LTFRB_4704,"Labao, Pasig City",00:50:35,3,33,3035.0
LTFRB_1356,Philipine Orthapedic Centre,LTFRB_5008,Sucat PNR,Infinite,-1,0,inf
LTFRB_1362,"National Youth Commision, Quezon Avenue, Quezon City",LTFRB_3224,"F.Manalo / Gen.Natividad Intersection, Taguig City, Manila",01:17:10,8,57,4630.0
LTFRB_1060,"Mindanao Avenue / Don Vicente Intersection, Quezon City",LTFRB_1175,"Pascual Memorial Elementary School, Quirino Highway, Quezon City",00:17:56,2,17,1076.0
LTFRB_2123,"K-10th / Colonel Salgado Intersection, Quezon City, Manila",LTFRB_2737,"Governor's Dr, Carmona, Biñan City, Manila",03:11:45,15,104,11505.0
LTFRB_1792,"Tuberias, Manila",LTFRB_2680,"Marcos Alvarez Ave, Las Piñas City, Manila",01:55:19,12,66,6919.0
LTFRB_2006,"Kalayaan Ave / South Ave Intersection, Makati City, Manila",LTFRB_824,"Commonwealth Avenue, Quezon City",02:01:49,11,76,7309.0
LTFRB_2809,"C Arellano St / G Araneta St Intersection, Muntinlupa City, Manila",LTFRB_4763,"Llano Road, Caloocan City",03:42:41,22,118,13361.0
LTFRB_3860,"Gen. B. G. Molina St, Marikina City, Manila",LTFRB_3968,"Chapel of the Nativity, Santa Maria, Manila",03:24:01,13,148,12241.0
LTFRB_192,"N Naval, Malabon City",LTFRB_7,"Balagtas Municipal Hall, MacArthur Highway, Balagtas",02:09:03,7,86,7743.0
LTFRB_1640,"Padre Burgos St, Manila",LTFRB_4387,"Continental / Chanel / Far E. Ave, Caloocan City, Manila",01:52:56,9,88,6776.0
LTFRB_1276,"Gasan / Corumi Intersection, Quezon City",LTFRB_1530,"Oroquieta / Bambang Intersection, Manila",00:26:39,5,21,1599.0
LTFRB_305,"Division of City Schools, M. Asistio Avenue, Caloocan City",LTFRB_3708,"Felix Ave, Cainta, Manila",01:29:53,13,66,5393.0
LTFRB_4223,"Epifanio de los Santos Av, Quezon City, Manila",LTFRB_616,"Ramirez, Caloocan City",01:14:06,9,62,4446.0
LTFRB_1787,"Ayala Blvd, Manila",LTFRB_1970,"Makati Ave / Ayala Avenue Intersection, Makati City, Manila",00:37:00,5,20,2220.0
LTFRB_2465,"Manila-Cavite Expy, Bacoor City, Manila",LTFRB_2805,"University Rd, Muntinlupa City, Manila",01:28:59,4,53,5339.0
LTFRB_412,"Quirino Highway, City of San Jose del Monte",LTFRB_4495,"Dumulay, Quezon City, Manila",01:30:53,4,66,5453.0
LTFRB_3132,"Dr Jose P. Rizal Extension, Makati City, Manila",LTFRB_791,"Quirino Highway, Quezon City",01:51:29,16,87,6689.0
LTFRB_2479,"Emilio Aguinaldo Hwy, Bacoor City, Manila",LTFRB_4173,"North Luzon Expressway, Marilao, Manila",03:13:19,13,124,11599.0
LTFRB_3603,"Sumulong Hwy, Antipolo City, Manila",LTFRB_4601,"Civic Drive, Montinlupa City",02:41:51,6,123,9711.0
LTFRB_1779,"R Hidalgo, Manila",LTFRB_3011,"A. Mabini St, Pasig City, Manila",00:57:39,4,33,3459.0
LTFRB_2187,"18th Ave, Quezon City, Manila",LTFRB_567,"Kingfisher / Quirino Highway Intersection, Caloocan City",01:17:19,14,59,4639.0
LTFRB_1310,"Andreas Bonifacio, Quezon City",LTFRB_4778,"Glen T de Leon, Valenzuela City",Infinite,-1,0,inf
LTFRB_1121,"North Luzon Expressway, Valenzuela City",LTFRB_1276,"Gasan / Corumi Intersection, Quezon City",00:44:01,7,33,2641.0
LTFRB_1484,"Instruccion / Nicanor Roxas Intersection, Manila",LTFRB_3289,"Osmena, Binangonan, Manila",02:39:37,14,107,9577.0
LTFRB_1668,"Marcelo H. del Pilar / Salas Intersection, Manila",LTFRB_2420,"Tirona Hwy, Bacoor City, Manila",01:21:48,6,44,4908.0
LTFRB_1575,"Dr. Jose Fabella Memorial Hospital, Felix Huertas, Manila",LTFRB_3074,"Lawton Ave, Taguig City, Manila",01:08:30,8,28,4110.0
LTFRB_4226,"Epifanio de los Santos Av, Mandaluyong City, Manila",LTFRB_659,"North Luzon Expressway, Valenzuela City",01:29:49,5,71,5389.0
LTFRB_2150,"Ortigas Ave, San Juan, Manila",LTFRB_3282,"Ortigas Ave, Pasig City, Manila",00:15:33,1,9,933.0
LTFRB_3574,"Martinez St / A. Bonifacio St Intersection, Antipolo City, Manila",LTFRB_3783,"Shoe Ave / Redwood Intersection, Marikina City, Manila",01:06:19,6,68,3979.0
LTFRB_2054,"Philippine Cosmetic and Plastic Surgery, Shaw Blvd, Mandaluyong City, Manila",LTFRB_971,"J.P Rizal, Quezon City",01:22:35,10,62,4955.0
LTFRB_2811,"Rizal St, Muntinlupa City, Manila",LTFRB_3221,"F.Manalo, Taguig City, Manila",01:28:41,5,67,5321.0
LTFRB_1598,"Reina Regente / Dadivas Intersection, Manila",LTFRB_3431,"Ortigas Ave, Pagis City, Manila",01:10:47,5,28,4247.0
LTFRB_250,"M. D. Del Pilar, Malabon City",LTFRB_987,"Commonwealth Avenue / Kalayaan A Intersection, Quezon City",01:27:02,7,68,5222.0
LTFRB_2463,"Emilio Aguinaldo Hwy, Silang, Manila",LTFRB_3445,"Ortigas Avenue Extension, Cainta, Manila",04:14:50,17,175,15290.0
LTFRB_2390,"Dr A. Santos Ave / President's Ave Intersection, Parañaque City, Manila",LTFRB_576,"Camarin Road, Caloocan City",03:02:07,20,105,10927.0
LTFRB_1221,"Grant, Quezon City",LTFRB_2028,"Alchan, Mandaluyong City, Manila",01:25:13,12,69,5113.0
LTFRB_3343,"Taytay-Angono Coastal Rd Intersection, Angono, Manila",LTFRB_3711,"Vista Verde Ave / Felix Ave Intersection, Cainta, Manila",00:56:00,3,39,3360.0
LTFRB_728,"Lourdes / Petronia Street, Quezon City",STOP_880847,North Avenue MRT,02:04:48,11,100,7488.0
LTFRB_2281,"Scout Chuatoco / S AA Intersection, Quezon City, Manila",LTFRB_2957,"Manuel L. Quezon / St Martin Ave Intersection, Taguig City, Manila",01:51:19,10,87,6679.0
LTFRB_1175,"Pascual Memorial Elementary School, Quirino Highway, Quezon City",LTFRB_634,"Bagbaguin Family Hospital, Genteral Luis, Caloocan City",00:44:31,5,33,2671.0
LTFRB_3423,"Riverside Dr, Pagis City, Manila",LTFRB_3974,"Santa Maria San Jose Rd, Santa Maria, Manila",03:32:01,14,162,12721.0
LTFRB_2897,"DBP Ave, Taguig City, Manila, Manila",LTFRB_402,"P. Rada / Carman Planas Intersection, Manila",01:11:20,12,36,4280.0
LTFRB_1352,"N. S. Amoranto Sr. Avenue / Don Jose Intersection, Quezon City",LTFRB_580,"Camarin Road near Gemini Interserction, Caloocan City",01:13:17,11,61,4397.0
LTFRB_155,"J. P Rizal, Obando",LTFRB_2990,"Villa Monica Resort, M. Almeda, Pateros, Manila",02:23:20,17,94,8600.0
LTFRB_2284,"Columbia / Cambridge INtersection, Quezon City, Manila",LTFRB_4483,"Carlos P. Garcia Ave, Taguig City, Manila",01:11:10,10,58,4270.0
LTFRB_1076,"North Avenue, Quezon City",LTFRB_175,"Flamengco Street / F. Navarette Street Intersection, Malabon City",01:01:49,6,48,3709.0
LTFRB_2622,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",LTFRB_2709,"South Luzon Expressway, Muntinlupa City, Manila",00:04:50,0,4,290.0
LTFRB_183,"Don Bastilio Bautista Boulevard, Malabon City",LTFRB_2914,"F. Cruz / Clemente Jose Intersection, Lungsod ng Pasay, Manila",01:39:08,9,69,5948.0
LTFRB_490,"Tatak Kubo / Langit Road Intersection, Caloocan City",LTFRB_614,"Topaz, Caloocan City",00:40:40,2,38,2440.0
LTFRB_1771,"Legarda, Manila",LTFRB_1994,"Tejeron, Makati City, Manila",00:26:52,3,12,1612.0
LTFRB_4655,"Nueve du Febrero, Mandaluyong City",LTFRB_906,"Montalban Highway / Kalantas Street Intersection, Rodriguez",02:07:35,15,100,7655.0
LTFRB_289,"Dagat- Dagatan Avenue / Pusit Alley Intersection, Caloocan City",LTFRB_515,"National Mental Hospital, Barugo, Caloocan City",01:34:55,10,79,5695.0
LTFRB_1348,"Banawe Avenue, Quezon City",LTFRB_2727,"South Luzon Expressway, San Pedro, Manila",02:58:21,15,76,10701.0
LTFRB_1734,"F.B. Harrison St, Lungsod ng Pasay",LTFRB_568,"Nightingale / Quirino Highway Intersection, Caloocan City",01:59:51,12,85,7191.0
LTFRB_659,"North Luzon Expressway, Valenzuela City",LTFRB_922,"Gen. A Luna, Rodriguez",02:06:03,13,88,7563.0
LTFRB_3456,"Manila East Rd, Tatay, Manila",LTFRB_432,"Un-named Road, City of San Jose del Monte",02:59:53,10,126,10793.0
LTFRB_3508,"Allspice Rd, Antipolo City, Manila",LTFRB_4526,"Governer's Drive,Dasmarinas City",04:34:18,28,191,16458.0
LTFRB_1179,"Baesa Road, Quirino Highway, Quezon City",LTFRB_1834,"Kapiligan / Guirayan, Quezon City",00:46:45,6,35,2805.0
LTFRB_1503,"Vicente G Cruz / Florentino Intersection, Manila",LTFRB_290,"Malabon Diesel Injection Service, Dagat- Dagatan Avenue, Caloocan City",00:44:19,5,32,2659.0
LTFRB_1094,"Cherry Foodarama, Congressional Avenue, Quezon City",LTFRB_477,"Quirino Highway / Malaria Road Intersection, City of San Jose del Monte",01:18:20,11,46,4700.0
LTFRB_2846,"National Hwy, Biñan City, Manila",LTFRB_308,"Caloocan High School, A. Del Mundo Street, Caloocan City",03:04:09,18,96,11049.0
LTFRB_1320,"Mayon, Quezon City",LTFRB_4377,"St Joseph College of Novaliches, Congressional Road Extension, Caloocan City, Manila",01:11:20,6,62,4280.0
LTFRB_1136,"North Luzon Expressway, Caloocan City",LTFRB_4750,"P Paterno, Quezon City",Infinite,-1,0,inf
LTFRB_207,"C. Arellano Road, Malabon City, Gen. Luna St., Bgy. Ibaba, Malabon City",LTFRB_2762,"Governor's Drive, Carmona, Manila",03:34:49,16,99,12889.0
LTFRB_3818,"E Rodriguez Ave / E Mendoza St Intersection, Marikina City, Manila",LTFRB_3869,"Pheonix Sun Business Park, Quezon City, Manila",00:33:56,5,31,2036.0
LTFRB_3616,"Sumulong Hwy, Antipolo City, Manila",LTFRB_4647,"Fabella Road, Manaluyong City",01:05:41,8,39,3941.0
LTFRB_1489,"Iba / Dapitan Intersrction, Manila",LTFRB_337,"Westminister High School / Tondo Hospital, North Bay Boulevard, Tondo",00:30:13,7,22,1813.0
LTFRB_3073,"Lawton Ave, Taguig City, Manila",LTFRB_4335,"United Nations Ave / Tanque, Manila",00:56:59,10,35,3419.0
LTFRB_1386,West Avenue / Baler  Intersection Quezon City,LTFRB_2862,"National Hwy, Muntinlupa City, Manila",02:50:52,17,81,10252.0
LTFRB_1349,"Banawe Avenue, Quezon City",LTFRB_4064,"Unnamed Road / Del Monte Rd, City of San Jose del Monte, Manila",02:52:34,10,145,10354.0
LTFRB_2393,"Dr A. Santos Ave, Parañaque City, Manila",LTFRB_2755,"Halang Rd, Biñan City, Manila",01:15:29,7,47,4529.0
LTFRB_4617,"Multinational Avenue, Paranaque City",LTFRB_4781,"Glen T de Leon, Valenzuela City",Infinite,-1,0,inf
LTFRB_4268,"Skyway, Makati City, Manila",LTFRB_4324,"Bautista / Dayap, Makati City, Manila",00:19:52,6,17,1192.0
LTFRB_260,"P. Bonifacio Street / Caimito Road Intersection,  Malabon City",LTFRB_758,"San Jose / Quirino Highway Intersection, Calcoocan City",01:28:07,10,64,5287.0
LTFRB_1495,"Blumentritt, Manila",LTFRB_1795,"Ramon Magsaysay Blvd, Manila",00:21:49,6,16,1309.0
LTFRB_3203,"Lanuza Ave, Pasig City, Manila",LTFRB_425,"Quirino Highway, City of San Jose del Monte",02:52:10,18,122,10330.0
LTFRB_3012,"A. Mabini St, Pasig City, Manila",LTFRB_862,"Payatas Road, Quezon City",01:50:41,10,89,6641.0
LTFRB_4720,"Gen Ordonez Ave, Marikina City",LTFRB_5000,Pasay Road PNR ,Infinite,-1,0,inf
LTFRB_1297,"Del Monte Avenue / Biak na Bato Intersection, Quezon City",LTFRB_4951,UN Ave LRT,Infinite,-1,0,inf
LTFRB_1101,"Congressional Avenue / Golden Intersection, Quezon City",LTFRB_3282,"Ortigas Ave, Pasig City, Manila",01:07:18,10,54,4038.0
LTFRB_2589,"Paliparan Rd, Lungsod ng Dasmariñas, Manila",LTFRB_3773,"F. Calderon, Marikina City, Manila",03:28:02,14,135,12482.0
LTFRB_4513,"Alabang-Zapote Rd, Bacoor City, Manila",LTFRB_4695,"Elisco Road, Pasig City",01:50:19,14,80,6619.0
LTFRB_2358,"NAIA Rd, Parañaque City, Manila",LTFRB_2441,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",01:48:39,5,68,6519.0
LTFRB_2166,"PC Excellent Computer House, 13th Ave, Quezon City, Manila",LTFRB_3390,"Market Rd,  Taytay, Manila",01:04:25,6,52,3865.0
LTFRB_1115,"Sauyo High School Extension, Pantabangan, Quezon City",LTFRB_486,"St Joseph, City of San Jose del Monte",01:37:01,11,62,5821.0
LTFRB_4337,"Kaingin Road Bus Terminal, EDSA, Epifanio de los Santos Ave, Quezon City",LTFRB_7,"Balagtas Municipal Hall, MacArthur Highway, Balagtas",01:57:30,6,87,7050.0
LTFRB_1794,"Ramon Magsaysay Blvd, Manila",LTFRB_3583,"Sumulong Hwy, Antipolo City, Manila",01:48:19,11,85,6499.0
LTFRB_1358,"Banawe Avenue, Quezon City",LTFRB_3384,"Manila Road East, Taytay, Manila",02:00:19,16,90,7219.0
LTFRB_1770,"Manuel Quezon University, R Hidalgo, Manila",LTFRB_4210,"Epifanio de los Santos Av, Quezon City, Manila",00:39:35,7,30,2375.0
LTFRB_1976,"Senator Gil Puyat Ave, Makati City, Manila",LTFRB_200,"C. Arellano Road, Malabon City",01:27:32,13,57,5252.0
LTFRB_1752,"L.Francisco, Lungsod ng Pasay",LTFRB_4118,"San Jose del Monte - Marilao Rd, Marilao, Manila",02:35:15,9,113,9315.0
