origin,origin_stop_name,destination,dest_stop_name,travel_time_formatted,num_transfers,path_length_stops,travel_time_seconds
LTFRB_3038,"C. Raymundo Ave, Pasig City, Manila",LTFRB_597,"Kabatuhan, Caloocan City",02:00:58,14,102,7258.0
LTFRB_3128,"P. Victor, Makati City, Manila",LTFRB_4036,"Quirino Highway, City of San Jose del Monte, Manila",03:15:17,18,141,11717.0
LTFRB_2533,"Molino Rd, Bacoor City, Manila",LTFRB_2966,"M. L. Quezon St, Taguig City, Manila",01:50:00,6,71,6600.0
FORT_1,"McKinley Parkway, Taguig City",LTFRB_1854,"P. Sanchez St, Manila",01:00:50,4,26,3650.0
LTFRB_3900,"Santa Maria Bypass Rd, Santa Maria, Manila",LTFRB_4054,"Colegio de San Gabriel Arcangel, City of San Jose del Monte, Manila",01:09:22,0,64,4162.0
LTFRB_2879,"National Hwy / Visayas St Intersection, Muntinlupa City, Manila",LTFRB_4497,"Teodoro Gener / K-1st, Quezon City, Manila",02:13:04,10,70,7984.0
LTFRB_1153,"Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City",LTFRB_419,"Douglas Gas Station, Quirino Highway, City of San Jose del Monte",02:07:55,9,86,7675.0
LTFRB_3840,"Bayan-Bayanan Ave / T. Bugallon St Intersection, Marikina City, Manila",LTFRB_4566,"Daang Reyna, Montinlupa City",02:52:13,9,130,10333.0
LTFRB_1644,"Padre Burgos St, Manila",LTFRB_827,"Commonwealth Avenue, Quezon City",01:44:29,13,77,6269.0
LTFRB_1501,"Espana Boulevard / Ruperto. S. Crsitobal Streett Intersection, Manila",LTFRB_2740,"South Luzon Expressway, Biñan City, Manila",03:15:26,13,78,11726.0
LTFRB_55,"Land Bank, MacArthur Highway, City of Meycauayan",LTFRB_737,"Quirino Highway, Quezon City",01:07:14,10,59,4034.0
LTFRB_4361,"Katipunan Ave, Quezon City, Manila",LTFRB_4410,"Greenhills Shopping Centre, Service Rd, San Juan, Manila",00:44:58,6,39,2698.0
LTFRB_2494,"Emilio Aguinaldo Hwy, Imus, Manila",LTFRB_4433,"Mindanao Av, Quezon City, Manila",03:24:47,12,134,12287.0
LTFRB_2595,"Pintong Gubat Elementary School, Pintong Gubat Elementary School",LTFRB_2759,"Governor's Drive, Carmona, Manila",02:38:00,4,107,9480.0
LTFRB_3776,"E dela Paz St, Marikina City, Manila",LTFRB_4204,"Epifanio de los Santos Av, Quezon City, Manila",00:37:39,7,27,2259.0
LTFRB_3443,"Ortigas Avenue Extension, Cainta, Manila",LTFRB_4983,Betty Go Belmonte LRT,Infinite,-1,0,inf
LTFRB_4783,"Glen T de Leon, Valenzuela City",LTFRB_517,"Old Zabarte, Caloocan City",Infinite,-1,0,inf
LTFRB_16,"Binang Elementary School, MacArthur Highway, Bocaue, Bulacan",LTFRB_2271,"E. Ma. Guerrero, Quezon City, Manila",02:18:54,14,109,8334.0
LTFRB_3315,"Manila East Rd, Binangonan, Manila",LTFRB_4753,"Malanting, Quezon City",02:55:35,12,113,10535.0
LTFRB_162,"F. Balagtas / M Jacinto, Obando",LTFRB_984,"Batasan Road, Quezon City",02:05:44,10,95,7544.0
LTFRB_2274,"Roxas Ave, Quezon City, Manila",LTFRB_440,"Quirino Highway, City of San Jose del Monte",02:06:53,5,80,7613.0
LTFRB_1515,"J. Barlin / P. Noval Intersection, Manila",LTFRB_4102,"San Jose del Monte - Marilao Rd, Marilao, Manila",02:13:39,6,106,8019.0
LTFRB_2434,"Emilio Aguinaldo Hwy / Anabu Kostal Rd Intersection, Imus, Manila",LTFRB_3790,"Jacamar, Marikina City, Manila",03:10:49,18,124,11449.0
LTFRB_1083,Road 1 / A27 Intersection Quezon City,LTFRB_1936,"M. dela Cruz St / Esguerra St Intersection, Lungsod ng Pasay, Manila",01:30:05,8,65,5405.0
LTFRB_1077,"SM Hypermarket, North Avenue, Quezon City",LTFRB_428,"Un-named Road, City of San Jose del Monte",01:51:01,11,68,6661.0
LTFRB_2593,"Paliparan Rd, Lungsod ng Dasmariñas, Manila",LTFRB_346,"Vitas, Velasquez, Tondo",03:06:07,13,133,11167.0
LTFRB_1083,Road 1 / A27 Intersection Quezon City,LTFRB_2143,"Pinaglabanan Elementary School, Pinaglabanan, San Juan, Manila",00:44:38,5,26,2678.0
LTFRB_194,Seventh Day Adventist Church,LTFRB_4994,Paco PNR,Infinite,-1,0,inf
LTFRB_1906,"Revellin, Manila",LTFRB_1984,"Epifanio de los Santos Avenue / Senator Gil Puyat Ave, Makati City, Manila",00:19:08,2,14,1148.0
LTFRB_3764,"A. Bonifacio Ave, Marikina City, Manila",LTFRB_570,"Novastop, Quirino Highway, Caloocan City",01:19:42,8,44,4782.0
LTFRB_1992,"Epifanio de los Santos Avenue, Makati City, Manila",LTFRB_2392,"Dr A. Santos Ave, Parañaque City, Manila",01:14:31,8,32,4471.0
LTFRB_3738,"J. P. Rizal St / Japan Avenue Intersection, Marikina City, Manila",LTFRB_481,"Barracks Road, City of San Jose del Monte",01:26:43,7,52,5203.0
LTFRB_1740,"Jose Diokno Blvd, Lungsod ng Pasay",LTFRB_259,"P. Bonifacio Street / Mango Road Intersection,  Malabon City",01:14:20,7,52,4460.0
LTFRB_4273,"PNR Vito Cruz Station, South Luzon Expressway, Makati City, Manila",LTFRB_4504,"Ung Siu Buddhist Temple, J. Teodoro / 6th Ave West, Caloocan City, Manila",00:51:02,5,28,3062.0
LTFRB_156,"J. P Rizal / Hulo Intersection, Obando",LTFRB_4581,"Avacia Avenue, Montinlupa City",03:22:09,24,106,12129.0
LTFRB_118,"Truo FX Terminal, Governor Fortunato Halili Avenue, Bocaue",LTFRB_787,"Quirino Highway, Calcoocan City",01:51:09,10,76,6669.0
LTFRB_2111,"Judge Damien Jimenez / Kamuning Rd, Quezon City, Manila",LTFRB_3914,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",02:35:28,7,114,9328.0
LTFRB_2594,"Paliparan Rd / Main Road Intersection, Lungsod ng Dasmariñas, Manila",LTFRB_697,"Maycauayan Camalig, City of Meycauayan",04:33:26,14,198,16406.0
LTFRB_181,"Don Bastilio Bautista Boulevard, Malabon City",LTFRB_4079,"Unnamed Road, City of San Jose del Monte, Manila",02:55:00,9,137,10500.0
LTFRB_1652,"Taft Ave / T.M. Kalaw Intersection, Manila",LTFRB_1752,"L.Francisco, Lungsod ng Pasay",00:27:02,3,13,1622.0
LTFRB_2871,"Veterans' Bank, National Hwy, Muntinlupa City, Manila",LTFRB_4481,"Heritage Memorial Park, Carlos P. Garcia Ave, Taguig City, Manila",01:10:52,6,31,4252.0
LTFRB_124,"New Bypass Road, Santa Maria",LTFRB_4489,"Padre Burgos St / Taft Ave, Manila",02:16:38,13,87,8198.0
LTFRB_2728,"South Luzon Expressway, San Pedro, Manila",LTFRB_3159,"Buting Elementary School, M. Concepcion Ave, Pasig City, Manila",02:09:15,9,55,7755.0
LTFRB_1390,"West Avenue / Bulletin Intersection, Quezon City",LTFRB_2924,"Airport Rd, Lungsod ng Pasay, Manila",01:17:01,9,46,4621.0
LTFRB_1685,"President Quirino Ave / Madre Ignacia Intersection, Manila",LTFRB_3966,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",02:58:57,7,132,10737.0
LTFRB_2263,"Magsaysay Ave / Tandang Sora Ave Intersection, Quezon City, Manila",LTFRB_3799,"Mayor Gil Fernando Ave / Marcos Highway Intersection, Marikina City, Manila",00:32:37,4,22,1957.0
LTFRB_3437,"Ortigas Avenue Extension, Cainta, Manila",LTFRB_3928,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",03:36:16,12,162,12976.0
LTFRB_256,"United Evangelical Church of Malabon, Gov. W. Pascual Avenue, Malabon City",LTFRB_676,"Maycauayan Camalig, City of Meycauayan",01:14:00,4,59,4440.0
LTFRB_3610,"Sumulong Hwy, Antipolo City, Manila",LTFRB_640,"Genteral Luis / IRC Corporation Road Intersection, Caloocan City",01:55:25,14,81,6925.0
LTFRB_2334,"Quirino Ave / T. Claudio Intersection, Parañaque City, Manila",LTFRB_2639,"Manuel L. Quezon, Muntinlupa City, Manila",01:13:32,3,50,4412.0
LTFRB_1008,"University of The Phillippines - Ayala Land Technohub, Commonwealth Avenue, Quezon City",LTFRB_4452,"K-J / K-8th, Quezon City, Manila",00:20:31,2,16,1231.0
LTFRB_1091,"Emensto Rondon High School, Road 3, Quezon City",LTFRB_3730,"Amang Rodriguez Ave, Pasig City, Manila",00:51:48,8,41,3108.0
LTFRB_2909,"South Luzon Expressway, Makati City, Manila",LTFRB_4000,"Santa Maria San Jose Rd, Santa Maria, Manila",03:50:54,14,174,13854.0
LTFRB_407,"Quezon / Herbosa Intersection, Manila",LTFRB_635,"Genteral Luis near Bagbaguin Public Cemetary,  Caloocan City",01:22:03,10,63,4923.0
LTFRB_409,"Bigte Private Market, Quirino Highway, City of San Jose del Monte",LTFRB_4726,"Horsehsoe Street, Marikina City",02:35:12,11,123,9312.0
LTFRB_2370,"Ninoy Aquino Ave, Parañaque City, Manila",LTFRB_3410,"Fernandez St, Cainta, Manila",01:50:47,16,75,6647.0
LTFRB_1606,"Numancia / Muelle Dela Industria Intersection, Manila",LTFRB_2269,"Magsaysay Ave / Roces St Intersection, Quezon City, Manila",01:07:00,14,46,4020.0
LTFRB_2344,"Domestic Rd, Lungsod ng Pasay, Manila",LTFRB_4711,"L Wood Rd, Cainta",01:46:44,15,68,6404.0
LTFRB_210,"Sacristan / C. Arellano Road Intersection, Malabon City",LTFRB_3064,"Carlos P. Garcia Ave, Taguig City, Manila",01:48:27,12,76,6507.0
LTFRB_3293,"University of Rizal System, University of Rizal System",LTFRB_3562,"Sto. Niño St,  Antipolo City, Manila",01:24:28,7,69,5068.0
LTFRB_3382,"Manila Road East, Taytay, Manila",LTFRB_3784,"Shoe Ave, Marikina City, Manila",00:58:17,5,38,3497.0
LTFRB_1060,"Mindanao Avenue / Don Vicente Intersection, Quezon City",LTFRB_4574,"Daang Reyna, Montinlupa City",02:58:35,18,105,10715.0
LTFRB_1340,"D Tuazon / Don Manuel Agregado Intersection, Quezon City",LTFRB_4248,"Don Placido Campos Av, Dasmariñas City, Manila",03:08:47,17,109,11327.0
LTFRB_3239,"J.B. Miguel / F. Manalo Intersection, Pasig City, Manila",LTFRB_4486,"Juan Luna Monument, General Luna St, Manila",01:15:13,10,57,4513.0
LTFRB_36,"Shepard's College (Legaspi College) MacArthur Highway, Marilao",LTFRB_4378,"Congressional Road Extension / Rainbow Ave, Quezon City, Manila",01:32:04,12,85,5524.0
LTFRB_1907,"Estrada / Arellano Ave Intersection, Manila",LTFRB_277,"Letre Road / Sanciangco Street, Malabon City",01:05:46,11,49,3946.0
LTFRB_3598,"Sumulong Hwy, Antipolo City, Manila",LTFRB_760,"Kaymito / Quirino Highway Intersection, Calcoocan City",02:08:10,8,88,7690.0
LTFRB_1054,"Quirino Highway / Goodwill Homes 2 Intersection, Quezon City",LTFRB_2944,"Lawton Ave, Taguig City, Manila",01:51:55,12,97,6715.0
LTFRB_1823,"Manga Ave / Buenos Aires Street Intersection, Manila",LTFRB_2844,"National Hwy, Biñan City, Manila",02:50:39,18,79,10239.0
LTFRB_3381,"Manila Road East / Dela Cuesta Intersection, Taytay, Manila",LTFRB_4051,"Unnamed Road Near Quirino Highway, City of San Jose del Monte, Manila",03:30:47,10,135,12647.0
LTFRB_3637,"Marcos Hwy, Antipolo City, Manila",LTFRB_4607,"Soldiers Hills IV, Bacoor City",03:40:01,12,170,13201.0
LTFRB_1489,"Iba / Dapitan Intersrction, Manila",LTFRB_150,"Joaquin, Obando",01:16:42,10,62,4602.0
LTFRB_2368,"Ninoy Aquino Ave, Parañaque City, Manila",LTFRB_2936,"Innove Makati, Chino Roces Ave, Makati City, Manila",00:35:32,8,27,2132.0
LTFRB_3390,"Market Rd,  Taytay, Manila",LTFRB_4011,"Sapang Palay - Muzon Road, City of San Jose del Monte, Manila",03:48:49,13,155,13729.0
LTFRB_2105,"Timog Ave / Scout Tuason Intersection, Quezon City, Manila",LTFRB_436,"Un-named Road, City of San Jose del Monte",02:15:44,12,88,8144.0
LTFRB_104,"Ever Gotesco Grand Central, Rizal Avenue, Caloocan City",LTFRB_4650,"Nueve du Febrero, Mandaluyong City",01:02:15,9,33,3735.0
LTFRB_1677,"President Quirino Ave / Taft Ave Intersection, Manila",LTFRB_1790,"Arlegui, Manila",00:20:45,3,11,1245.0
LTFRB_3937,"Nuestra Senora del Carmen Academy, Santa Maria, Manila",LTFRB_674,"Maycauayan Camalig, City of Meycauayan",01:31:10,2,77,5470.0
LTFRB_3071,"Carlos P. Garcia Ave, Makati City, Manila",LTFRB_45,"Calvario Elementary School, MacArthur Highway, City of Meycauayan",02:11:34,18,88,7894.0
LTFRB_2002,"Nicanor Garcia / Ascuncion Intersection, Makati City, Manila",LTFRB_3540,"Ortigas Avenue Extension, Antipolo City, Manila",01:20:41,9,64,4841.0
LTFRB_2579,"Paliparan Rd, Lungsod ng Dasmariñas, Manila",LTFRB_3668,"Un-named road near Marcos Hwy, Antipolo City, Manila",04:08:48,15,168,14928.0
LTFRB_3584,"Sumulong Hwy, Antipolo City, Manila",LTFRB_4115,"San Jose del Monte - Marilao Rd, Marilao, Manila",03:24:51,14,155,12291.0
LTFRB_255,"Gov. W. Pascual Avenue / Industrial Avenue Intersection, Malabon City",LTFRB_2874,"National Hwy, Muntinlupa City, Manila",02:38:33,17,70,9513.0
LTFRB_1528,"Oroquieta, Manila",LTFRB_1608,"Dasmariñas / Juan Luna Intersection, Manila",00:09:39,4,9,579.0
LTFRB_4484,"Maria Y. Orosa St, Manila",LTFRB_4957,Blumentritt LRT,Infinite,-1,0,inf
LTFRB_1366,"Quezon Avenue, Quezon City",LTFRB_2964,"Adia Bagumbayan Manuel L. Quezon / Victorio Cruz Intersection, Taguig City, Manila",01:45:38,8,74,6338.0
LTFRB_1275,"Tuktukan / Corumi Intersection, Quezon City",LTFRB_2664,"Pacific Twine & Net Manufacturing Company, Pacific Twine & Net Manufacturing",02:10:01,19,76,7801.0
LTFRB_375,"Manila Faith Assembly of God, Juan Luma, Manila",LTFRB_916,"MH del Pilar Street, Rodriguez",02:19:33,19,106,8373.0
LTFRB_32,"Marliao Fire Station, MacArthur Highway, Marilao",LTFRB_3801,"Sumulong Hwy, Marikina City, Manila",02:17:41,19,114,8261.0
LTFRB_3521,"Southridge Private High School, near L. Sumulong Memorial Cir, Antipolo City, Manila",LTFRB_3853,"Lilac St, Marikina City, Manila",01:34:21,7,86,5661.0
LTFRB_326,"Teodoro, Caloocan City",LTFRB_3386,"Manila Road East / Talisay Intersection, Taytay, Manila",01:58:15,13,74,7095.0
LTFRB_2021,"Dr Jose P. Rizal Ave, Makati City, Manila",LTFRB_759,"Quirino Highway, Calcoocan City",02:11:15,17,94,7875.0
LTFRB_3914,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",LTFRB_926,"Gen. A Luna / Catherine Street Intersection, San Mateo",03:27:19,17,147,12439.0
LTFRB_2807,"J Barrera St,  Muntinlupa City, Manila",LTFRB_449,"Un-named Road, City of San Jose del Monte",04:36:40,27,146,16600.0
LTFRB_3717,"Felix Ave, Cainta, Manila",LTFRB_612,"Susano, Caloocan City",01:29:00,6,67,5340.0
LTFRB_2850,"National Hwy, San Pedro, Manila",LTFRB_3547,"Ortigas Avenue Extension / Diamond Intersection, Tatay, Manila",02:58:51,11,153,10731.0
LTFRB_2781,"Governor's Drive, Carmona, Manila",LTFRB_3853,"Lilac St, Marikina City, Manila",04:21:10,14,181,15670.0
LTFRB_2808,"C Arellano St, Muntinlupa City, Manila",LTFRB_2876,"National Hwy, Muntinlupa City, Manila",00:21:52,0,20,1312.0
LTFRB_1384,"Quezon Avenue / West Avenue Intersection, Quezon City",LTFRB_458,"C.E.M Bus Station, Quirino Highway, City of San Jose del Monte",01:47:52,11,68,6472.0
LTFRB_1045,"Quirino Highway, Quezon City",LTFRB_3469,"Un- named road near J. Sumulong Rd, Teresa, Manila",02:58:05,18,154,10685.0
LTFRB_1893,"Robinson's Place - Otis, Manila",LTFRB_238,"M. Naval / Daanghari Intersection, City of Navotas",01:03:20,8,46,3800.0
LTFRB_2691,"Alvarez Extension, Las Piñas City, Manila",LTFRB_3957,"Norzagaray-Santa Maria Bulacan, Santa Maria, Manila",05:08:50,15,226,18530.0
LTFRB_2309,"Manila-Cavite Expressway, Parañaque City, Manila",LTFRB_4548,"Daang Reyna, Montinlupa City",01:58:46,5,79,7126.0
LTFRB_2889,"South Luzon Expressway, Parañaque City, Manila",LTFRB_3317,"Manila East Rd, Binangonan, Manila",02:25:26,10,88,8726.0
LTFRB_2431,"Emilio Aguinaldo Hwy, Imus, Manila",LTFRB_2717,"South Luzon Expressway / Gen Paulino Santos Ave Intersection, Muntinlupa City, Manila",01:53:39,3,75,6819.0
LTFRB_366,"Matrinez Memorial College, A. Mabini Avenue, Juan Luna, Caloocan City",LTFRB_3735,"J. P. Rizal St, San Mateo, Manila",01:37:23,11,74,5843.0
LTFRB_3436,"Ortigas Avenue Extension, Cainta, Manila",LTFRB_4434,"Mindanao Av, Quezon City, Manila",01:30:43,7,70,5443.0
LTFRB_1510,"Alfonso Mendoza, Manila",LTFRB_4595,"Bridgeway, Montinlupa City",01:58:51,12,40,7131.0
LTFRB_561,"Zabarte Road / Robin Intersection, Caloocan City",LTFRB_651,Genteral Luis / Reliance Road Intersection Valenzuela City,00:25:01,4,22,1501.0
LTFRB_3385,"Coca-Cola Warehouse, Manila Road East, Taytay, Manila",LTFRB_3778,"E dela Paz St, Marikina City, Manila",00:57:28,7,38,3448.0
LTFRB_1505,"M. dela Fuente, Manila",LTFRB_1514,"Juaning / Dapitan Intersection, Manila",00:04:10,1,4,250.0
LTFRB_309,"A. Del Mundo Street / 8th Avenue West Intersection, Caloocan City",LTFRB_4171,"North Luzon Expressway, Marilao, Manila",01:24:42,8,62,5082.0
LTFRB_2198,"Kamias Rd / Anonas Extension Intersection, Quezon City, Manila",LTFRB_3553,"L. Sumulong Memorial Cir,  Antipolo City, Manila",01:30:47,12,76,5447.0
LTFRB_157,"San Pascual Elementary School, J. P Rizal, Obando",LTFRB_880,"Payatas Road, Rodriguez",02:40:04,10,128,9604.0
LTFRB_2035,"Primo Cruz / Ballesteros Intersection, Mandaluyong City, Manila",LTFRB_2840,"National Hwy, Biñan City, Manila",02:44:16,11,85,9856.0
LTFRB_3665,"Un-named road near Marcos Hwy, Antipolo City, Manila",LTFRB_4488,"Padre Burgos St, Manila",02:08:42,12,91,7722.0
LTFRB_2104,"Timog Ave / Scout Santiago Intersection, Quezon City, Manila",LTFRB_4823,"M H del Pilar Street, Rodriguez",01:50:49,9,86,6649.0
LTFRB_1537,"Oroquieta / Alvarez Intersection, Manila",LTFRB_545,"Sto. Nino de Maligaya, Sampaguita, Caloocan City",01:30:27,12,73,5427.0
LTFRB_1472,"Department of Health, Razal Avenue, Manila",LTFRB_809,"Regalado Highway, Quezon City",01:28:39,13,70,5319.0
LTFRB_3470,"Un- named road near J. Sumulong Rd, Teresa, Manila",LTFRB_4558,"Daang Reyna, Montinlupa City",Infinite,-1,0,inf
LTFRB_1406,"Sitio San Roque / Central Terminal Road Intersection, Agham (North Triangle), Quezon City",LTFRB_1563,"Antonio Rivera, Manila",00:46:09,9,40,2769.0
LTFRB_3814,"2nd St / E Mendoza St Intersection, Marikina City, Manila",LTFRB_4209,"Ramon Magsaysay High School, Quezon City, Manila",00:43:32,10,34,2612.0
LTFRB_3178,"Pasig Boulevard Extension, Pasig City, Manila",LTFRB_3602,"Sumulong Hwy, Antipolo City, Manila",01:10:56,5,55,4256.0
LTFRB_2002,"Nicanor Garcia / Ascuncion Intersection, Makati City, Manila",LTFRB_4230,"MMDA EDSA-Robinsons Ortigas Bus Terminal Northbound, Epifanio de los Santos Av, Mandaluyong City, Ma",00:28:46,1,19,1726.0
LTFRB_2665,Pacific Twine & Net Manufacturing,LTFRB_4331,"D Romualdez Sr, Manila",01:33:56,8,56,5636.0
LTFRB_4319,"Pablo Ocampo Sr, Makati City, Manila",LTFRB_4629,"Multinational Avenue, Paranaque City",00:16:58,2,13,1018.0
LTFRB_3261,"A. Sandoval Ave, Pasig City, Manila",LTFRB_4175,"North Luzon Expressway, Marilao, Manila",02:28:02,15,111,8882.0
LTFRB_1963,"A. Arnaiz Ave / Pasay Road Intersection, Makati City, Manila",LTFRB_4484,"Maria Y. Orosa St, Manila",00:31:55,5,18,1915.0
LTFRB_2225,"J.P. Rizal, Quezon City, Manila",LTFRB_4468,"Vista Verde Ave Extension 2 / Unnamed Rd, Caita, Manila",00:37:10,5,24,2230.0
LTFRB_3238,"J.B. Miguel, Pasig City, Manila",LTFRB_4256,"Governor's Dv, Dasmariñas City, Manila",03:26:53,21,139,12413.0
LTFRB_2698,"GSIS Rd, Bacoor City, Manila",LTFRB_3491,"Roman Rojas Rd, Teresa, Manila",03:40:39,18,165,13239.0
LTFRB_1272,"Kaingin Road, Quezon City",LTFRB_4252,"Governor's Dv, Dasmariñas City, Manila",03:33:38,24,124,12818.0
LTFRB_3269,"A. Sandoval Ave / Sapphire Intersection, Pasig City, Manila",LTFRB_820,"Regalado Highway, Quezon City",01:56:10,10,82,6970.0
LTFRB_1775,"Carlos Palanca Sr, Manila",LTFRB_4629,"Multinational Avenue, Paranaque City",00:29:53,6,20,1793.0
LTFRB_1400,"Childrens Medical Center, Quezon Avenue, Quezon City",LTFRB_3145,"Makati Aqua Sports Arena, Dr Jose P. Rizal Extension, Makati City, Manila",00:56:53,8,49,3413.0
LTFRB_2680,"Marcos Alvarez Ave, Las Piñas City, Manila",LTFRB_292,"Dagat- Dagatan Avenue /  Tanigue Intersection, Caloocan City",02:23:07,13,90,8587.0
LTFRB_4414,"Connecticut St / Missouri St, San Juan, Manila",LTFRB_641,"Bagabaguin Road, Caloocan City",01:19:56,8,61,4796.0
LTFRB_1227,"Town and Country Gardenville, Congressional Avenue, Quezon City",LTFRB_1622,"Padre Burgos St, Manila",00:53:20,6,46,3200.0
LTFRB_1343,"D Tuazon / Sct. D. M Alcaraz Intersection, Quezon City",LTFRB_95,"CDC Manufacturing, MacArthur Highway, Malabon City",00:29:28,6,23,1768.0
LTFRB_3305,"Manila East Rd, Binangonan, Manila",LTFRB_4769,"Damong Maliit Road, Caloocan City",03:10:39,13,133,11439.0
LTFRB_2484,"Emilio Aguinaldo Hwy, Imus, Manila",LTFRB_2907,"South Luzon Expressway, Taguig City, Manila",01:39:38,6,64,5978.0
LTFRB_3597,"Sumulong Hwy, Antipolo City, Manila",LTFRB_803,"Ascencion Avenue / Zagala Intersection, Quezon City",01:51:42,8,80,6702.0
LTFRB_1144,"Malolos Avenue / Milagrosa Intersection, Caloocan City",LTFRB_4038,"Quirino Highway, City of San Jose del Monte, Manila",02:26:22,11,103,8782.0
LTFRB_2318,"Manila-Cavite Expressway, Las Piñas City, Manila",LTFRB_4639,"Benavidez Street, Makati City",01:00:14,7,33,3614.0
LTFRB_1303,"San Jose D Tuazon, Quezon City",LTFRB_2677,"Vector Two, Northgate Ave, Muntinlupa City, Manila",02:18:34,19,51,8314.0
LTFRB_3175,"Lakeview Dr / Pasig Blvd Intersection, Pasig City, Manila",LTFRB_4024,"Bagong Buhay H Elementary School, City of San Jose del Monte, Manila",Infinite,-1,0,inf
LTFRB_2625,"Manuel L. Quezon, Muntinlupa City, Manila",LTFRB_3833,"Bautista / Gen. B. G. Molina Intersection, Marikina City, Manila",02:20:52,8,113,8452.0
LTFRB_2345,"Domestic Rd, Lungsod ng Pasay, Manila",LTFRB_3167,"Shaw College, Shaw Blvd, Manila",00:51:28,8,30,3088.0
LTFRB_2294,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",LTFRB_2591,"Paliparan Rd, Lungsod ng Dasmariñas, Manila",01:56:59,6,88,7019.0
EDSA_15,EDSA Carousel Bus Stop - Taft Ave.,LTFRB_3151,"Dr Jose P. Rizal Extension, Makati City, Manila",Infinite,-1,0,inf
LTFRB_3428,"Ortigas Ave / Melbourne Intersection, Pagis City, Manila",LTFRB_4971,Boni MRT ,00:54:19,9,32,3259.0
LTFRB_2914,"F. Cruz / Clemente Jose Intersection, Lungsod ng Pasay, Manila",LTFRB_517,"Old Zabarte, Caloocan City",02:26:08,19,95,8768.0
LTFRB_1190,"Roxas, Quirino Highway, Quezon City",LTFRB_2153,"Ortigas Ave, San Juan, Manila",01:20:38,10,64,4838.0
LTFRB_1057,"Quirino Highway / Mindanao Avenue Intersection, Quezon City",LTFRB_1334,"Quezon Avenue / D Tuazon Intersection, Quezon City",00:46:31,2,38,2791.0
LTFRB_1249,"Calumpit / Bansalangin Intersection, Quezon City",LTFRB_2395,"Dr A. Santos Ave, Parañaque City, Manila",02:06:23,14,80,7583.0
LTFRB_2912,"South Luzon Expressway, Makati City, Manila",LTFRB_54,"MacDonalds, MacArthur Highway, City of Meycauayan",01:57:54,12,72,7074.0
LTFRB_3286,"Osmena, Binangonan, Manila",LTFRB_329,"North Bay Boulevard / Lacson Intersection, City of Navotas",03:09:38,19,116,11378.0
LTFRB_2211,"Narra, Quezon City, Manila",LTFRB_3062,"Carlos P. Garcia Ave, Taguig City, Manila",01:04:29,7,42,3869.0
EDSA_3,EDSA Carousel Bus Stop - Ayala,LTFRB_2887,"South Luzon Expressway, Taguig City, Manila",Infinite,-1,0,inf
LTFRB_2430,"Emilio Aguinaldo Hwy, Imus, Manila",LTFRB_4498,"Tomas Morato Elementary School, L. Siangio / Teodoro Gener, Quezon City, Manila",02:30:16,12,92,9016.0
LTFRB_1808,"Vicente G Cruz, Manila",LTFRB_3297,"Osmena, Binangonan, Manila",02:40:57,10,100,9657.0
LTFRB_2570,"Molino-Paliparan Rd, Bacoor City, Manila",LTFRB_757,"Crispulo Street / Quirino Highway Intersection, Calcoocan City",04:08:53,21,167,14933.0
LTFRB_3164,"Reliance St, Mandaluyong City, Manila",LTFRB_3423,"Riverside Dr, Pagis City, Manila",00:40:38,6,30,2438.0
LTFRB_2396,"NAIA Rd, Parañaque City, Manila",LTFRB_478,"Malaria Road / Purok 2 Intersection, City of San Jose del Monte",02:52:07,19,117,10327.0
LTFRB_2894,"E Service Rd, Parañaque City, Manila",LTFRB_592,"Emerald / Kabatuhan Intersection, Caloocan City",02:39:17,17,98,9557.0
EDSA_19,EDSA Carousel Bus Stop - Tramo,LTFRB_2401,"Maria, Parañaque City, Manila",Infinite,-1,0,inf
LTFRB_1095,"Starbucks, Congressional Avenue, Quezon City",LTFRB_1494,"Blumentritt / Pity Margal Intersection, Manila",00:50:12,7,34,3012.0
LTFRB_3714,"Felix Ave, Cainta, Manila",LTFRB_3988,"Catmon Barangay Hall, Santa Maria, Manila",03:37:36,12,164,13056.0
LTFRB_1020,"Visayas Avenue / A. Limqueco Intersection, Quezon City",LTFRB_3964,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",02:31:38,6,114,9098.0
LTFRB_1779,"R Hidalgo, Manila",LTFRB_1829,"Blak na Bato, Quezon City",00:22:43,3,15,1363.0
LTFRB_3613,"Sumulong Hwy, Antipolo City, Manila",LTFRB_4211,"Epifanio de los Santos Av, Quezon City, Manila",00:53:08,8,42,3188.0
LTFRB_2173,"APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila",LTFRB_3655,"Marcos Hwy / Amb F. Neri Intersection, Antipolo City, Manila",01:01:52,6,40,3712.0
LTFRB_1126,"North Luzon Expressway, Valenzuela City",LTFRB_4090,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",01:40:26,1,85,6026.0
LTFRB_171,"J. P Rizal, Obando",LTFRB_3563,"M Santos St, Antipolo City, Manila",02:50:00,21,136,10200.0
