stop_id,closeness_centrality,stop_name,stop_lat,stop_lon
LTFRB_2082,0.00021433852900973357,"Eulogio Rodriguez Sr. Ave / Balete Dr Intersection, Quezon City, Manila",14.6241,121.035
LTFRB_1897,0.00021433456577615683,"Nagtahan Bridge, Manila",14.5972,121.001
LTFRB_1821,0.00021432633566771921,"Paltok / Ramon Magsaysay Blvd Intersection, Manila",14.6023,121.008
LTFRB_1323,0.00021430329668760688,"Mayon / Don Manuel Agregado Intersection, Quezon City",14.6288,120.996
LTFRB_1822,0.00021423486610000638,"Ramon Magsaysay Blvd / Altura Intersection, Manila",14.6023,121.01
LTFRB_1283,0.00021421832383196007,"Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City",14.6404,121.016
LTFRB_4222,0.0002142174615089006,"Epifanio de los Santos Av / P. Santos Av, Quezon City, Manila",14.6047,121.058
LTFRB_2190,0.0002142150411619485,"Yale / Ermin Garcia Ave Intersection, Quezon City, Manila",14.6294,121.053
LTFRB_1242,0.00021420274429255804,"Epifanio de los Santos Avenue / Bansalangin Intersection, Quezon City",14.6561,121.027
LTFRB_1437,0.00021408427679218094,"Dimasalang Birdge / New Antipolo Intersection, Quezon City",14.6207,120.989
LTFRB_1400,0.00021401563388090045,"Childrens Medical Center, Quezon Avenue, Quezon City",14.6471,121.042
LTFRB_2159,0.00021401203466949262,"Santolan Rd, Quezon City, Manila",14.61,121.052
LTFRB_1803,0.00021401177060168338,"F. Cayco, Manila",14.6074,120.993
LTFRB_1257,0.00021397918767962395,"West Avenue, Quezon City",14.6518,121.029
LTFRB_2055,0.0002139178917992066,"Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila",14.5811,121.054
LTFRB_4497,0.00021390480829506676,"Teodoro Gener / K-1st, Quezon City, Manila",14.6274,121.037
LTFRB_1341,0.00021389957143350442,"D Tuazon, Quezon City",14.632,120.999
LTFRB_1845,0.00021382582341091867,"Old Sta. Mesa, Manila",14.5996,121.015
LTFRB_1260,0.00021380825093482328,"Epifanio de los Santos Avenue, Quezon City",14.6522,121.032
LTFRB_1806,0.00021378927590444207,"G Tuazon, Manila",14.6045,120.999
LTFRB_1245,0.00021374380420245971,"Dangay, Quezon City",14.6568,121.019
LTFRB_4418,0.00021370596815101123,"Columbia St / Florida, San Juan, Manila",14.6053,121.057
LTFRB_1469,0.0002136939929400214,"Oroquieta / Batangas Intersection, Manila",14.6206,120.984
LTFRB_1621,0.00021365910864869076,"McArthur Bridge , Manila",14.5959,120.98
LTFRB_1235,0.00021363506286495705,"Epifanio de los Santos Avenue / Congressional Avenue Intersection, Quezon City",14.6576,121.02
LTFRB_1529,0.00021362162414655128,"Oroquieta / Mayhaligue Intersection, Manila",14.6087,120.983
LTFRB_4498,0.00021360704714416546,"Tomas Morato Elementary School, L. Siangio / Teodoro Gener, Quezon City, Manila",14.6261,121.037
LTFRB_1387,0.00021357441200679499,West Avenue / Catanduanes Intersection Quezon City,14.6463,121.028
LTFRB_2191,0.00021355340415207466,"Ermin Garcia Ave / 15th Ave., Quezon City, Manila",14.6285,121.056
LTFRB_2126,0.000213518604683503,"New York Ave / Stanford Intersection, Quezon City, Manila",14.6283,121.054
LTFRB_2106,0.00021349570008809718,"Scout Limbaga, Quezon City, Manila",14.6332,121.035
LTFRB_1487,0.00021346697164987223,"Vicente G Cruz / Maria Clara Street Intersection, Manila",14.6172,120.99
LTFRB_1847,0.00021344048838902886,"City Oil, Old Sta. Mesa, Manila",14.601,121.02
